Valid Indices,Volume,Fission RX,Avg Fission RX,Fission RX g1,Avg Fission RX g1,Fission RX g2,Avg Fission RX g2,Fission RX g3,Avg Fission RX g3,Fission RX g4,Avg Fission RX g4,Fission RX g5,Avg Fission RX g5,Fission RX g6,Avg Fission RX g6,Fission RX g7,Avg Fission RX g7,Scalar Flux,Avg Scalar Flux,Scalar Flux g1,Avg Scalar Flux g1,Scalar Flux g2,Avg Scalar Flux g2,Scalar Flux g3,Avg Scalar Flux g3,Scalar Flux g4,Avg Scalar Flux g4,Scalar Flux g5,Avg Scalar Flux g5,Scalar Flux g6,Avg Scalar Flux g6,Scalar Flux g7,Avg Scalar Flux g7
251,2.18747674,7.09230534,5.23426515,0.54459834,0.40192462,0.13310192,0.09823192,0.46427822,0.34264674,0.45726017,0.33746728,0.30779429,0.22715843,1.40405967,1.03622450,3.78121272,2.79061166,623.51423375,285.03810850,121.08943220,55.35575749,260.68088776,119.16967272,116.38619575,53.20568368,40.11943015,18.34050590,27.88685785,12.74841340,27.65985841,12.64464112,29.69157163,13.57343419
252,2.18381316,7.12390028,5.24173671,0.54634483,0.40199829,0.13352734,0.09824887,0.46572827,0.34268096,0.45870193,0.33751100,0.30880802,0.22721968,1.40963115,1.03720084,3.80115874,2.79687707,622.64916488,285.12016313,120.91152282,55.36715546,260.28796524,119.18966778,116.20245894,53.21080621,40.05658734,18.34249745,27.84586151,12.75102742,27.63788947,12.65579398,29.70687956,13.60321482
253,2.41985217,6.35178172,5.15699238,0.49080844,0.39848589,0.12000724,0.09743352,0.42090341,0.34173020,0.41232584,0.33476610,0.27081025,0.21987003,1.23351850,1.00148994,3.40340804,2.76321670,685.64698649,283.34250999,132.50579732,54.75780677,285.63569580,118.03849005,128.73784544,53.20070674,44.45723018,18.37187858,30.22127098,12.48889143,30.18306387,12.47310241,33.90608290,14.01163401
254,2.18381316,7.12390028,5.24173671,0.54634483,0.40199829,0.13352734,0.09824887,0.46572827,0.34268096,0.45870193,0.33751100,0.30880802,0.22721968,1.40963115,1.03720084,3.80115874,2.79687707,622.64916488,285.12016313,120.91152282,55.36715546,260.28796524,119.18966778,116.20245894,53.21080621,40.05658734,18.34249745,27.84586151,12.75102742,27.63788947,12.65579398,29.70687956,13.60321482
255,2.43585023,6.32864283,5.15890630,0.48861462,0.39830294,0.11950335,0.09741529,0.41917184,0.34169542,0.41042786,0.33456761,0.26933023,0.21954935,1.22774405,1.00081750,3.39385087,2.76655819,690.41258843,283.43802951,133.43702483,54.78047187,287.58333040,118.06281324,129.60342075,53.20664601,44.75832877,18.37482793,30.43633185,12.49515734,30.41767344,12.48749743,34.17647839,14.03061568
256,1.95717777,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,517.31544423,264.31704498,105.18997286,53.74574276,229.40848882,117.21392534,100.60099100,51.40104932,30.72632998,15.69930462,18.67368563,9.54112903,16.70135731,8.53338802,16.01461862,8.18250589
257,2.43585023,6.32864283,5.15890630,0.48861462,0.39830294,0.11950335,0.09741529,0.41917184,0.34169542,0.41042786,0.33456761,0.26933023,0.21954935,1.22774405,1.00081750,3.39385087,2.76655819,690.41258843,283.43802951,133.43702483,54.78047187,287.58333040,118.06281324,129.60342075,53.20664601,44.75832877,18.37482793,30.43633185,12.49515734,30.41767344,12.48749743,34.17647839,14.03061568
258,2.18381316,7.12390028,5.24173671,0.54634483,0.40199829,0.13352734,0.09824887,0.46572827,0.34268096,0.45870193,0.33751100,0.30880802,0.22721968,1.40963115,1.03720084,3.80115874,2.79687707,622.64916488,285.12016313,120.91152282,55.36715546,260.28796524,119.18966778,116.20245894,53.21080621,40.05658734,18.34249745,27.84586151,12.75102742,27.63788947,12.65579398,29.70687956,13.60321482
259,2.41985217,6.35178172,5.15699238,0.49080844,0.39848589,0.12000724,0.09743352,0.42090341,0.34173020,0.41232584,0.33476610,0.27081025,0.21987003,1.23351850,1.00148994,3.40340804,2.76321670,685.64698649,283.34250999,132.50579732,54.75780677,285.63569580,118.03849005,128.73784544,53.20070674,44.45723018,18.37187858,30.22127098,12.48889143,30.18306387,12.47310241,33.90608290,14.01163401
260,2.18381316,7.12390028,5.24173671,0.54634483,0.40199829,0.13352734,0.09824887,0.46572827,0.34268096,0.45870193,0.33751100,0.30880802,0.22721968,1.40963115,1.03720084,3.80115874,2.79687707,622.64916488,285.12016313,120.91152282,55.36715546,260.28796524,119.18966778,116.20245894,53.21080621,40.05658734,18.34249745,27.84586151,12.75102742,27.63788947,12.65579398,29.70687956,13.60321482
261,2.18161501,7.20852231,5.24872764,0.55221547,0.40208360,0.13495252,0.09826272,0.47066832,0.34270683,0.46360572,0.33756435,0.31214702,0.22728301,1.42546941,1.03792433,3.84946386,2.80290280,622.16491723,285.18547677,120.80859596,55.37576306,260.05639491,119.20361453,116.09192033,53.21375206,40.01941435,18.34393976,27.82184577,12.75286685,27.62722496,12.66365734,29.73952095,13.63188317
262,2.41545587,6.39794109,5.16318755,0.49389231,0.39857489,0.12075231,0.09744804,0.42348126,0.34175263,0.41490090,0.33482821,0.27257056,0.21996653,1.24200708,1.00230924,3.43033666,2.76830801,684.53391072,283.39739937,132.27758882,54.76299140,285.13724986,118.04697154,128.51008873,53.20324438,44.38283016,18.37451505,30.17324219,12.49173815,30.14737290,12.48102825,33.90553806,14.03691060
263,2.18161501,7.20852231,5.24872764,0.55221547,0.40208360,0.13495252,0.09826272,0.47066832,0.34270683,0.46360572,0.33756435,0.31214702,0.22728301,1.42546941,1.03792433,3.84946386,2.80290280,622.16491723,285.18547677,120.80859596,55.37576306,260.05639491,119.20361453,116.09192033,53.21375206,40.01941435,18.34393976,27.82184577,12.75286685,27.62722496,12.66365734,29.73952095,13.63188317
264,2.43658294,6.37943151,5.16853963,0.49169484,0.39836532,0.12025475,0.09742897,0.42176123,0.34170594,0.41286028,0.33449449,0.27093559,0.21950880,1.23639254,1.00171055,3.42553227,2.77532556,690.92020915,283.56112852,133.51618775,54.79648789,287.72601591,118.08586968,129.65673983,53.21252871,44.77844760,18.37755933,30.45968622,12.50098475,30.47426036,12.50696614,34.30887148,14.08073203
265,1.97329753,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,522.03846961,264.55132105,106.12864751,53.78238489,231.37051875,117.25070076,101.46637115,51.41970198,31.02083345,15.72030214,18.87501782,9.56521634,16.91064758,8.56974039,16.26643335,8.24327455
266,2.43658294,6.37943151,5.16853963,0.49169484,0.39836532,0.12025475,0.09742897,0.42176123,0.34170594,0.41286028,0.33449449,0.27093559,0.21950880,1.23639254,1.00171055,3.42553227,2.77532556,690.92020915,283.56112852,133.51618775,54.79648789,287.72601591,118.08586968,129.65673983,53.21252871,44.77844760,18.37755933,30.45968622,12.50098475,30.47426036,12.50696614,34.30887148,14.08073203
267,2.18161501,7.20852231,5.24872764,0.55221547,0.40208360,0.13495252,0.09826272,0.47066832,0.34270683,0.46360572,0.33756435,0.31214702,0.22728301,1.42546941,1.03792433,3.84946386,2.80290280,622.16491723,285.18547677,120.80859596,55.37576306,260.05639491,119.20361453,116.09192033,53.21375206,40.01941435,18.34393976,27.82184577,12.75286685,27.62722496,12.66365734,29.73952095,13.63188317
268,2.41545587,6.39794109,5.16318755,0.49389231,0.39857489,0.12075231,0.09744804,0.42348126,0.34175263,0.41490090,0.33482821,0.27257056,0.21996653,1.24200708,1.00230924,3.43033666,2.76830801,684.53391072,283.39739937,132.27758882,54.76299140,285.13724986,118.04697154,128.51008873,53.20324438,44.38283016,18.37451505,30.17324219,12.49173815,30.14737290,12.48102825,33.90553806,14.03691060
269,2.18161501,7.20852231,5.24872764,0.55221547,0.40208360,0.13495252,0.09826272,0.47066832,0.34270683,0.46360572,0.33756435,0.31214702,0.22728301,1.42546941,1.03792433,3.84946386,2.80290280,622.16491723,285.18547677,120.80859596,55.37576306,260.05639491,119.20361453,116.09192033,53.21375206,40.01941435,18.34393976,27.82184577,12.75286685,27.62722496,12.66365734,29.73952095,13.63188317
