Valid Indices,Volume,Fission RX,Avg Fission RX,Fission RX g1,Avg Fission RX g1,Fission RX g2,Avg Fission RX g2,Fission RX g3,Avg Fission RX g3,Fission RX g4,Avg Fission RX g4,Fission RX g5,Avg Fission RX g5,Fission RX g6,Avg Fission RX g6,Fission RX g7,Avg Fission RX g7,Scalar Flux,Avg Scalar Flux,Scalar Flux g1,Avg Scalar Flux g1,Scalar Flux g2,Avg Scalar Flux g2,Scalar Flux g3,Avg Scalar Flux g3,Scalar Flux g4,Avg Scalar Flux g4,Scalar Flux g5,Avg Scalar Flux g5,Scalar Flux g6,Avg Scalar Flux g6,Scalar Flux g7,Avg Scalar Flux g7
68,2.42205032,6.36017921,5.15407598,0.49138198,0.39819948,0.12018550,0.09739430,0.42160150,0.34165172,0.41305083,0.33472255,0.27128553,0.21984070,1.23526743,1.00101931,3.40740643,2.76124792,686.01642384,283.23789120,132.56344019,54.73191012,285.79618772,117.99762617,128.82514908,53.18846939,44.49153899,18.36937024,30.24275726,12.48642816,30.19123443,12.46515575,33.90611617,13.99893138
69,2.18998040,7.14952723,5.23809819,0.54826479,0.40168597,0.13404916,0.09821106,0.46762603,0.34260602,0.46060477,0.33746190,0.31009038,0.22718759,1.41467996,1.03646469,3.81421215,2.79448097,624.18342319,285.01781252,121.19967065,55.34281066,260.93531329,119.14961122,116.50159495,53.19755141,40.15895074,18.33758454,27.91344297,12.74597844,27.69425396,12.64589124,29.78019664,13.59838501
70,2.43261385,6.35494904,5.15850519,0.49035151,0.39803322,0.11996003,0.09737520,0.42081275,0.34158650,0.41191722,0.33436572,0.27024642,0.21936723,1.23202764,1.00007426,3.40963345,2.76770305,689.25830290,283.34061389,133.17639856,54.74621396,287.08476324,118.01493390,129.39645719,53.19235396,44.68389497,18.36867569,30.38339017,12.49001773,30.37076278,12.48482686,34.16263598,14.04359180
71,2.18998040,7.14952723,5.23809819,0.54826479,0.40168597,0.13404916,0.09821106,0.46762603,0.34260602,0.46060477,0.33746190,0.31009038,0.22718759,1.41467996,1.03646469,3.81421215,2.79448097,624.18342319,285.01781252,121.19967065,55.34281066,260.93531329,119.14961122,116.50159495,53.19755141,40.15895074,18.33758454,27.91344297,12.74597844,27.69425396,12.64589124,29.78019664,13.59838501
72,2.18631682,7.13353272,5.23821448,0.54701507,0.40167788,0.13373757,0.09820465,0.46653605,0.34258144,0.45952976,0.33743666,0.30937605,0.22717749,1.41168412,1.03661180,3.80565410,2.79452456,623.09372154,284.99699433,120.98356243,55.33670211,260.47634865,119.13934275,116.29903716,53.19404592,40.08962527,18.33660381,27.86611923,12.74569130,27.65157396,12.64756038,29.72745484,13.59704806
73,2.42235582,6.35611632,5.15766407,0.49051744,0.39802987,0.11999377,0.09736882,0.42092495,0.34155912,0.41203394,0.33434452,0.27034176,0.21936855,1.23246217,1.00008016,3.40984228,2.76691302,686.28026805,283.31108996,132.58332759,54.73321732,285.83522488,117.99885977,128.84240039,53.18888301,44.49673421,18.36919821,30.25728082,12.49084901,30.24632352,12.48632561,34.01897662,14.04375704
74,2.18631682,7.13353272,5.23821448,0.54701507,0.40167788,0.13373757,0.09820465,0.46653605,0.34258144,0.45952976,0.33743666,0.30937605,0.22717749,1.41168412,1.03661180,3.80565410,2.79452456,623.09372154,284.99699433,120.98356243,55.33670211,260.47634865,119.13934275,116.29903716,53.19404592,40.08962527,18.33660381,27.86611923,12.74569130,27.65157396,12.64756038,29.72745484,13.59704806
75,2.43084292,6.34244513,5.15274520,0.49006214,0.39813752,0.11987338,0.09738783,0.42051099,0.34163260,0.41195682,0.33468299,0.27057264,0.21981930,1.23220126,1.00106804,3.39726790,2.76001691,688.54590157,283.25396805,133.07380854,54.74389467,286.85628314,118.00691904,129.29067422,53.18758912,44.65186801,18.36888255,30.35818145,12.48874670,30.30832203,12.46823554,34.00676418,13.98970043
76,1.95217046,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,515.65900661,264.14650662,104.84137954,53.70503336,228.71687746,117.16030053,100.30263469,51.38005972,30.62140423,15.68582503,18.60120604,9.52847430,16.63112500,8.51929960,15.94437965,8.16751406
77,2.43084292,6.34244513,5.15274520,0.49006214,0.39813752,0.11987338,0.09738783,0.42051099,0.34163260,0.41195682,0.33468299,0.27057264,0.21981930,1.23220126,1.00106804,3.39726790,2.76001691,688.54590157,283.25396805,133.07380854,54.74389467,286.85628314,118.00691904,129.29067422,53.18758912,44.65186801,18.36888255,30.35818145,12.48874670,30.30832203,12.46823554,34.00676418,13.98970043
78,2.18631682,7.13353272,5.23821448,0.54701507,0.40167788,0.13373757,0.09820465,0.46653605,0.34258144,0.45952976,0.33743666,0.30937605,0.22717749,1.41168412,1.03661180,3.80565410,2.79452456,623.09372154,284.99699433,120.98356243,55.33670211,260.47634865,119.13934275,116.29903716,53.19404592,40.08962527,18.33660381,27.86611923,12.74569130,27.65157396,12.64756038,29.72745484,13.59704806
79,2.42235582,6.35611632,5.15766407,0.49051744,0.39802987,0.11999377,0.09736882,0.42092495,0.34155912,0.41203394,0.33434452,0.27034176,0.21936855,1.23246217,1.00008016,3.40984228,2.76691302,686.28026805,283.31108996,132.58332759,54.73321732,285.83522488,117.99885977,128.84240039,53.18888301,44.49673421,18.36919821,30.25728082,12.49084901,30.24632352,12.48632561,34.01897662,14.04375704
80,2.18631682,7.13353272,5.23821448,0.54701507,0.40167788,0.13373757,0.09820465,0.46653605,0.34258144,0.45952976,0.33743666,0.30937605,0.22717749,1.41168412,1.03661180,3.80565410,2.79452456,623.09372154,284.99699433,120.98356243,55.33670211,260.47634865,119.13934275,116.29903716,53.19404592,40.08962527,18.33660381,27.86611923,12.74569130,27.65157396,12.64756038,29.72745484,13.59704806
81,2.18411867,7.09188331,5.23630838,0.54414811,0.40177301,0.13299743,0.09819896,0.46394792,0.34255701,0.45698765,0.33741788,0.30764904,0.22715338,1.40389630,1.03657006,3.78225687,2.79263807,622.36076304,284.94823673,120.84506766,55.32898440,260.18547492,119.12607077,116.17428853,53.19046546,40.04741346,18.33573151,27.83723906,12.74529607,27.61933514,12.64552863,29.65194427,13.57615990
82,2.41795952,6.30669053,5.15137462,0.48742615,0.39813507,0.11920953,0.09737166,0.41818000,0.34157405,0.40956784,0.33453955,0.26879671,0.21955613,1.22436639,1.00007602,3.37914391,2.76012214,684.83371061,283.22794675,132.31427925,54.72146166,285.27435963,117.98144555,128.59648134,53.18388509,44.41569513,18.36908134,30.19839619,12.48920667,30.16472912,12.47528292,33.86976995,14.00758352
83,2.18411867,7.09188331,5.23630838,0.54414811,0.40177301,0.13299743,0.09819896,0.46394792,0.34255701,0.45698765,0.33741788,0.30764904,0.22715338,1.40389630,1.03657006,3.78225687,2.79263807,622.36076304,284.94823673,120.84506766,55.32898440,260.18547492,119.12607077,116.17428853,53.19046546,40.04741346,18.33573151,27.83723906,12.74529607,27.61933514,12.64552863,29.65194427,13.57615990
84,2.43157563,6.31265659,5.14902625,0.48821914,0.39822429,0.11939610,0.09738747,0.41881406,0.34161285,0.41025990,0.33463550,0.26942014,0.21975714,1.22687903,1.00072486,3.37966821,2.75668415,688.71242054,283.23709590,133.11025358,54.74238671,286.93484736,118.00366953,129.32468708,53.18554988,44.66375291,18.36823511,30.36989639,12.48980126,30.31941072,12.46903872,33.98957251,13.97841468
85,1.96829022,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,520.13592545,264.25773965,105.75821355,53.73100586,230.62238284,117.16889109,101.14925031,51.38939832,30.91253291,15.70527178,18.79608727,9.54944908,16.80704585,8.53890633,16.09041272,8.17481717
86,2.43157563,6.31265659,5.14902625,0.48821914,0.39822429,0.11939610,0.09738747,0.41881406,0.34161285,0.41025990,0.33463550,0.26942014,0.21975714,1.22687903,1.00072486,3.37966821,2.75668415,688.71242054,283.23709590,133.11025358,54.74238671,286.93484736,118.00366953,129.32468708,53.18554988,44.66375291,18.36823511,30.36989639,12.48980126,30.31941072,12.46903872,33.98957251,13.97841468
87,2.18411867,7.09188331,5.23630838,0.54414811,0.40177301,0.13299743,0.09819896,0.46394792,0.34255701,0.45698765,0.33741788,0.30764904,0.22715338,1.40389630,1.03657006,3.78225687,2.79263807,622.36076304,284.94823673,120.84506766,55.32898440,260.18547492,119.12607077,116.17428853,53.19046546,40.04741346,18.33573151,27.83723906,12.74529607,27.61933514,12.64552863,29.65194427,13.57615990
88,2.41795952,6.30669053,5.15137462,0.48742615,0.39813507,0.11920953,0.09737166,0.41818000,0.34157405,0.40956784,0.33453955,0.26879671,0.21955613,1.22436639,1.00007602,3.37914391,2.76012214,684.83371061,283.22794675,132.31427925,54.72146166,285.27435963,117.98144555,128.59648134,53.18388509,44.41569513,18.36908134,30.19839619,12.48920667,30.16472912,12.47528292,33.86976995,14.00758352
89,2.18411867,7.09188331,5.23630838,0.54414811,0.40177301,0.13299743,0.09819896,0.46394792,0.34255701,0.45698765,0.33741788,0.30764904,0.22715338,1.40389630,1.03657006,3.78225687,2.79263807,622.36076304,284.94823673,120.84506766,55.32898440,260.18547492,119.12607077,116.17428853,53.19046546,40.04741346,18.33573151,27.83723906,12.74529607,27.61933514,12.64552863,29.65194427,13.57615990
90,2.18411867,7.08628430,5.23261493,0.54405997,0.40174176,0.13297197,0.09818843,0.46385590,0.34251792,0.45687297,0.33736162,0.30756020,0.22710691,1.40307185,1.03604857,3.77789143,2.78964973,622.25705389,284.90075344,120.82986433,55.32202355,260.15331850,119.11134793,116.16296964,53.18528310,40.04329610,18.33384637,27.83370804,12.74367939,27.60853989,12.64058602,29.62535739,13.56398708
91,2.41795952,6.29533506,5.14710171,0.48697867,0.39815653,0.11909034,0.09736894,0.41773359,0.34154136,0.40910847,0.33448941,0.26854568,0.21956447,1.22267264,0.99966409,3.37120568,2.75631691,684.69853699,283.17204275,132.29688095,54.71426621,285.23923095,117.96691732,128.58273183,53.17819868,44.40965277,18.36658239,30.19346663,12.48716795,30.14779443,12.46827921,33.82877943,13.99063100
92,2.18411867,7.08628430,5.23261493,0.54405997,0.40174176,0.13297197,0.09818843,0.46385590,0.34251792,0.45687297,0.33736162,0.30756020,0.22710691,1.40307185,1.03604857,3.77789143,2.78964973,622.25705389,284.90075344,120.82986433,55.32202355,260.15331850,119.11134793,116.16296964,53.18528310,40.04329610,18.33384637,27.83370804,12.74367939,27.60853989,12.64058602,29.62535739,13.56398708
93,2.43157563,6.29616137,5.14460040,0.48733851,0.39820483,0.11918061,0.09738261,0.41803628,0.34157791,0.40945949,0.33456980,0.26889320,0.21971293,1.22400452,1.00013545,3.36924876,2.75301688,688.60352946,283.19231379,133.09180533,54.73479976,286.90469309,117.99126841,129.31420784,53.18124023,44.66009416,18.36673043,30.36747690,12.48880623,30.30902873,12.46476907,33.95622340,13.96469966
94,1.96829022,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,520.06981102,264.22414987,105.74586745,53.72473336,230.60188377,117.15847643,101.14307094,51.38625886,30.91107944,15.70453334,18.79501183,9.54890270,16.80069589,8.53568020,16.07220171,8.16556498
95,2.43157563,6.29616137,5.14460040,0.48733851,0.39820483,0.11918061,0.09738261,0.41803628,0.34157791,0.40945949,0.33456980,0.26889320,0.21971293,1.22400452,1.00013545,3.36924876,2.75301688,688.60352946,283.19231379,133.09180533,54.73479976,286.90469309,117.99126841,129.31420784,53.18124023,44.66009416,18.36673043,30.36747690,12.48880623,30.30902873,12.46476907,33.95622340,13.96469966
96,2.18411867,7.08628430,5.23261493,0.54405997,0.40174176,0.13297197,0.09818843,0.46385590,0.34251792,0.45687297,0.33736162,0.30756020,0.22710691,1.40307185,1.03604857,3.77789143,2.78964973,622.25705389,284.90075344,120.82986433,55.32202355,260.15331850,119.11134793,116.16296964,53.18528310,40.04329610,18.33384637,27.83370804,12.74367939,27.60853989,12.64058602,29.62535739,13.56398708
97,2.41795952,6.29533506,5.14710171,0.48697867,0.39815653,0.11909034,0.09736894,0.41773359,0.34154136,0.40910847,0.33448941,0.26854568,0.21956447,1.22267264,0.99966409,3.37120568,2.75631691,684.69853699,283.17204275,132.29688095,54.71426621,285.23923095,117.96691732,128.58273183,53.17819868,44.40965277,18.36658239,30.19346663,12.48716795,30.14779443,12.46827921,33.82877943,13.99063100
98,2.18411867,7.08628430,5.23261493,0.54405997,0.40174176,0.13297197,0.09818843,0.46385590,0.34251792,0.45687297,0.33736162,0.30756020,0.22710691,1.40307185,1.03604857,3.77789143,2.78964973,622.25705389,284.90075344,120.82986433,55.32202355,260.15331850,119.11134793,116.16296964,53.18528310,40.04329610,18.33384637,27.83370804,12.74367939,27.60853989,12.64058602,29.62535739,13.56398708
99,2.18631682,7.06365994,5.22921731,0.54259976,0.40168583,0.13262223,0.09818005,0.46262074,0.34247747,0.45558366,0.33726793,0.30666939,0.22702691,1.39871379,1.03546581,3.76485036,2.78711332,622.81239826,284.86831980,120.94396235,55.31858942,260.39457732,119.10194135,116.27068339,53.18107718,40.07916861,18.33182103,27.85785368,12.74191071,27.62686948,12.63626080,29.63928344,13.55671932
100,2.42235582,6.28033353,5.14579008,0.48608159,0.39827086,0.11884868,0.09737865,0.41683563,0.34153420,0.40826009,0.33450783,0.26811558,0.21968045,1.22027300,0.99983045,3.36191893,2.75458764,685.83217337,283.12610695,132.53728776,54.71421110,285.74343472,117.96096684,128.80524256,53.17354346,44.48252078,18.36333060,30.23981989,12.48364077,30.18079570,12.45927433,33.84307195,13.97113985
101,2.18631682,7.06365994,5.22921731,0.54259976,0.40168583,0.13262223,0.09818005,0.46262074,0.34247747,0.45558366,0.33726793,0.30666939,0.22702691,1.39871379,1.03546581,3.76485036,2.78711332,622.81239826,284.86831980,120.94396235,55.31858942,260.39457732,119.10194135,116.27068339,53.18107718,40.07916861,18.33182103,27.85785368,12.74191071,27.62686948,12.63626080,29.63928344,13.55671932
102,2.43084292,6.25624599,5.14282652,0.48436978,0.39816685,0.11845260,0.09737168,0.41546244,0.34152290,0.40685198,0.33444483,0.26713439,0.21959268,1.21579714,0.99942262,3.34817766,2.75230496,688.27197957,283.14128204,133.02505783,54.72383961,286.77220454,117.97233079,129.26007960,53.17500311,44.63791025,18.36314060,30.34827442,12.48467115,30.28763943,12.45972713,33.94081351,13.96256965
103,1.95217046,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,515.50164722,264.06589921,104.82334606,53.69579571,228.66555156,117.13400882,100.28547433,51.37126933,30.62413521,15.68722398,18.60651674,9.53119471,16.61803371,8.51259359,15.87858960,8.13381308
104,2.43084292,6.25624599,5.14282652,0.48436978,0.39816685,0.11845260,0.09737168,0.41546244,0.34152290,0.40685198,0.33444483,0.26713439,0.21959268,1.21579714,0.99942262,3.34817766,2.75230496,688.27197957,283.14128204,133.02505783,54.72383961,286.77220454,117.97233079,129.26007960,53.17500311,44.63791025,18.36314060,30.34827442,12.48467115,30.28763943,12.45972713,33.94081351,13.96256965
105,2.18631682,7.06365994,5.22921731,0.54259976,0.40168583,0.13262223,0.09818005,0.46262074,0.34247747,0.45558366,0.33726793,0.30666939,0.22702691,1.39871379,1.03546581,3.76485036,2.78711332,622.81239826,284.86831980,120.94396235,55.31858942,260.39457732,119.10194135,116.27068339,53.18107718,40.07916861,18.33182103,27.85785368,12.74191071,27.62686948,12.63626080,29.63928344,13.55671932
106,2.42235582,6.28033353,5.14579008,0.48608159,0.39827086,0.11884868,0.09737865,0.41683563,0.34153420,0.40826009,0.33450783,0.26811558,0.21968045,1.22027300,0.99983045,3.36191893,2.75458764,685.83217337,283.12610695,132.53728776,54.71421110,285.74343472,117.96096684,128.80524256,53.17354346,44.48252078,18.36333060,30.23981989,12.48364077,30.18079570,12.45927433,33.84307195,13.97113985
107,2.18631682,7.06365994,5.22921731,0.54259976,0.40168583,0.13262223,0.09818005,0.46262074,0.34247747,0.45558366,0.33726793,0.30666939,0.22702691,1.39871379,1.03546581,3.76485036,2.78711332,622.81239826,284.86831980,120.94396235,55.31858942,260.39457732,119.10194135,116.27068339,53.18107718,40.07916861,18.33182103,27.85785368,12.74191071,27.62686948,12.63626080,29.63928344,13.55671932
108,2.18998040,7.08667784,5.23011195,0.54423573,0.40165701,0.13302508,0.09817521,0.46406224,0.34248735,0.45706746,0.33732506,0.30764165,0.22704578,1.40310332,1.03551870,3.77754234,2.78790285,623.86307551,284.87153373,121.15327296,55.32162431,260.83243801,119.10263579,116.46386885,53.18032473,40.14641886,18.33186217,27.90330223,12.74134792,27.67019644,12.63490597,29.69357817,13.55883284
109,2.43261385,6.30754923,5.14419501,0.48816098,0.39812535,0.11938083,0.09736242,0.41878342,0.34154368,0.41024091,0.33457674,0.26936657,0.21968503,1.22580544,0.99971986,3.37581108,2.75318192,688.68335926,283.10426580,133.11571407,54.72126775,286.96040325,117.96381194,129.34465346,53.17105846,44.66327887,18.36020081,30.35747085,12.47936280,30.28880454,12.45113543,33.95303423,13.95742862
110,2.18998040,7.08667784,5.23011195,0.54423573,0.40165701,0.13302508,0.09817521,0.46406224,0.34248735,0.45706746,0.33732506,0.30764165,0.22704578,1.40310332,1.03551870,3.77754234,2.78790285,623.86307551,284.87153373,121.15327296,55.32162431,260.83243801,119.10263579,116.46386885,53.18032473,40.14641886,18.33186217,27.90330223,12.74134792,27.67019644,12.63490597,29.69357817,13.55883284
111,2.42205032,6.31193949,5.14657880,0.48822592,0.39808575,0.11939987,0.09735531,0.41884487,0.34151438,0.41021706,0.33447951,0.26922093,0.21951521,1.22559315,0.99931435,3.38043769,2.75631428,685.74614930,283.12630205,132.50682058,54.70853339,285.69298234,117.95501541,128.78551451,53.17210533,44.47510757,18.36258614,30.23207060,12.48201592,30.18054025,12.46074041,33.87311346,13.98530544
112,1.93458526,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,510.49919567,263.88043310,103.82198627,53.66627594,226.56598252,117.11346482,99.35286724,51.35615856,30.31137932,15.66815378,18.39821842,9.51016160,16.40966525,8.48226522,15.63909666,8.08395319
113,2.42205032,6.31193949,5.14657880,0.48822592,0.39808575,0.11939987,0.09735531,0.41884487,0.34151438,0.41021706,0.33447951,0.26922093,0.21951521,1.22559315,0.99931435,3.38043769,2.75631428,685.74614930,283.12630205,132.50682058,54.70853339,285.69298234,117.95501541,128.78551451,53.17210533,44.47510757,18.36258614,30.23207060,12.48201592,30.18054025,12.46074041,33.87311346,13.98530544
114,2.18998040,7.08667784,5.23011195,0.54423573,0.40165701,0.13302508,0.09817521,0.46406224,0.34248735,0.45706746,0.33732506,0.30764165,0.22704578,1.40310332,1.03551870,3.77754234,2.78790285,623.86307551,284.87153373,121.15327296,55.32162431,260.83243801,119.10263579,116.46386885,53.18032473,40.14641886,18.33186217,27.90330223,12.74134792,27.67019644,12.63490597,29.69357817,13.55883284
115,2.43261385,6.30754923,5.14419501,0.48816098,0.39812535,0.11938083,0.09736242,0.41878342,0.34154368,0.41024091,0.33457674,0.26936657,0.21968503,1.22580544,0.99971986,3.37581108,2.75318192,688.68335926,283.10426580,133.11571407,54.72126775,286.96040325,117.96381194,129.34465346,53.17105846,44.66327887,18.36020081,30.35747085,12.47936280,30.28880454,12.45113543,33.95303423,13.95742862
116,2.18998040,7.08667784,5.23011195,0.54423573,0.40165701,0.13302508,0.09817521,0.46406224,0.34248735,0.45706746,0.33732506,0.30764165,0.22704578,1.40310332,1.03551870,3.77754234,2.78790285,623.86307551,284.87153373,121.15327296,55.32162431,260.83243801,119.10263579,116.46386885,53.18032473,40.14641886,18.33186217,27.90330223,12.74134792,27.67019644,12.63490597,29.69357817,13.55883284
117,2.18778225,7.13046144,5.23207253,0.54742653,0.40168162,0.13380319,0.09817990,0.46677617,0.34250333,0.45978902,0.33737641,0.30948271,0.22708713,1.41140917,1.03564057,3.80177466,2.78960358,623.22558864,284.86637027,121.02332872,55.31781268,260.57215813,119.10333310,116.34774991,53.18068098,40.10587269,18.33174791,27.87239308,12.74002158,27.63738210,12.63260185,29.66670400,13.56017218
118,2.43701015,6.30325704,5.14258885,0.48781540,0.39799012,0.11932881,0.09735586,0.41863010,0.34154445,0.41007973,0.33456853,0.26923538,0.21965896,1.22516294,0.99956407,3.37300468,2.75190686,689.99353506,283.13116948,133.37483568,54.72887975,287.50616120,117.97495414,129.58563842,53.17402481,44.74931610,18.36238393,30.41802439,12.48169784,30.34745039,12.45273859,34.01210887,13.95649042
119,2.18778225,7.13046144,5.23207253,0.54742653,0.40168162,0.13380319,0.09817990,0.46677617,0.34250333,0.45978902,0.33737641,0.30948271,0.22708713,1.41140917,1.03564057,3.80177466,2.78960358,623.22558864,284.86637027,121.02332872,55.31781268,260.57215813,119.10333310,116.34774991,53.18068098,40.10587269,18.33174791,27.87239308,12.74002158,27.63738210,12.63260185,29.66670400,13.56017218
120,2.42205032,6.35664785,5.14850934,0.49149171,0.39807926,0.12019835,0.09735356,0.42163563,0.34149996,0.41288143,0.33440957,0.27091756,0.21942722,1.23359208,0.99913673,3.40593109,2.75860303,685.82701581,283.15968968,132.51258707,54.71091422,285.70017307,117.95798428,128.78794043,53.17310693,44.47699469,18.36336529,30.23460177,12.48306097,30.19353815,12.46610690,33.92118063,14.00515110
121,1.93458526,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,510.52062700,263.89151110,103.82054588,53.66553140,226.56760193,117.11430191,99.35153780,51.35547137,30.30783141,15.66631984,18.39507941,9.50853902,16.41344696,8.48422001,15.66458360,8.09712756
122,2.42205032,6.35664785,5.14850934,0.49149171,0.39807926,0.12019835,0.09735356,0.42163563,0.34149996,0.41288143,0.33440957,0.27091756,0.21942722,1.23359208,0.99913673,3.40593109,2.75860303,685.82701581,283.15968968,132.51258707,54.71091422,285.70017307,117.95798428,128.78794043,53.17310693,44.47699469,18.36336529,30.23460177,12.48306097,30.19353815,12.46610690,33.92118063,14.00515110
123,2.18778225,7.13046144,5.23207253,0.54742653,0.40168162,0.13380319,0.09817990,0.46677617,0.34250333,0.45978902,0.33737641,0.30948271,0.22708713,1.41140917,1.03564057,3.80177466,2.78960358,623.22558864,284.86637027,121.02332872,55.31781268,260.57215813,119.10333310,116.34774991,53.18068098,40.10587269,18.33174791,27.87239308,12.74002158,27.63738210,12.63260185,29.66670400,13.56017218
124,2.43701015,6.30325704,5.14258885,0.48781540,0.39799012,0.11932881,0.09735586,0.41863010,0.34154445,0.41007973,0.33456853,0.26923538,0.21965896,1.22516294,0.99956407,3.37300468,2.75190686,689.99353506,283.13116948,133.37483568,54.72887975,287.50616120,117.97495414,129.58563842,53.17402481,44.74931610,18.36238393,30.41802439,12.48169784,30.34745039,12.45273859,34.01210887,13.95649042
125,2.18778225,7.13046144,5.23207253,0.54742653,0.40168162,0.13380319,0.09817990,0.46677617,0.34250333,0.45978902,0.33737641,0.30948271,0.22708713,1.41140917,1.03564057,3.80177466,2.78960358,623.22558864,284.86637027,121.02332872,55.31781268,260.57215813,119.10333310,116.34774991,53.18068098,40.10587269,18.33174791,27.87239308,12.74002158,27.63738210,12.63260185,29.66670400,13.56017218
126,2.19071312,7.15223949,5.23301469,0.54890798,0.40161456,0.13419458,0.09818494,0.46816167,0.34253563,0.46127024,0.33749344,0.31056358,0.22722726,1.41586259,1.03593143,3.81327887,2.79002742,624.05302454,284.86296068,121.18749680,55.31874341,260.92748681,119.10618729,116.50351662,53.18063589,40.15704390,18.33058085,27.90393666,12.73737599,27.66414876,12.62791944,29.70939499,13.56151783
127,2.43114842,6.35339471,5.14416654,0.49163097,0.39805988,0.12025194,0.09736464,0.42185300,0.34156261,0.41330535,0.33464182,0.27141702,0.21975879,1.23499501,0.99994102,3.39994143,2.75283777,688.39528271,283.15641970,133.05202801,54.72805644,286.82085607,117.97751777,129.28166240,53.17719859,44.65312089,18.36708960,30.35567564,12.48614662,30.28373836,12.45655678,33.94820135,13.96385389
128,2.19071312,7.15223949,5.23301469,0.54890798,0.40161456,0.13419458,0.09818494,0.46816167,0.34253563,0.46127024,0.33749344,0.31056358,0.22722726,1.41586259,1.03593143,3.81327887,2.79002742,624.05302454,284.86296068,121.18749680,55.31874341,260.92748681,119.10618729,116.50351662,53.18063589,40.15704390,18.33058085,27.90393666,12.73737599,27.66414876,12.62791944,29.70939499,13.56151783
129,2.42205032,6.36480596,5.14912466,0.49187846,0.39792941,0.12032708,0.09734455,0.42209483,0.34147449,0.41316886,0.33425339,0.27102697,0.21926068,1.23449072,0.99870234,3.41181904,2.76015980,685.91292590,283.19515966,132.51658384,54.71256438,285.71401844,117.96370066,128.79332136,53.17532857,44.47796550,18.36376611,30.23774162,12.48435733,30.20791500,12.47204272,33.96538015,14.02339990
130,1.93458526,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,510.54257955,263.90285852,103.81903233,53.66474903,226.57458798,117.11791304,99.35276269,51.35610452,30.30522700,15.66497361,18.39334505,9.50764252,16.41638053,8.48573639,15.68124397,8.10573941
131,2.42205032,6.36480596,5.14912466,0.49187846,0.39792941,0.12032708,0.09734455,0.42209483,0.34147449,0.41316886,0.33425339,0.27102697,0.21926068,1.23449072,0.99870234,3.41181904,2.76015980,685.91292590,283.19515966,132.51658384,54.71256438,285.71401844,117.96370066,128.79332136,53.17532857,44.47796550,18.36376611,30.23774162,12.48435733,30.20791500,12.47204272,33.96538015,14.02339990
132,2.19071312,7.15223949,5.23301469,0.54890798,0.40161456,0.13419458,0.09818494,0.46816167,0.34253563,0.46127024,0.33749344,0.31056358,0.22722726,1.41586259,1.03593143,3.81327887,2.79002742,624.05302454,284.86296068,121.18749680,55.31874341,260.92748681,119.10618729,116.50351662,53.18063589,40.15704390,18.33058085,27.90393666,12.73737599,27.66414876,12.62791944,29.70939499,13.56151783
133,2.43114842,6.35339471,5.14416654,0.49163097,0.39805988,0.12025194,0.09736464,0.42185300,0.34156261,0.41330535,0.33464182,0.27141702,0.21975879,1.23499501,0.99994102,3.39994143,2.75283777,688.39528271,283.15641970,133.05202801,54.72805644,286.82085607,117.97751777,129.28166240,53.17719859,44.65312089,18.36708960,30.35567564,12.48614662,30.28373836,12.45655678,33.94820135,13.96385389
134,2.19071312,7.15223949,5.23301469,0.54890798,0.40161456,0.13419458,0.09818494,0.46816167,0.34253563,0.46127024,0.33749344,0.31056358,0.22722726,1.41586259,1.03593143,3.81327887,2.79002742,624.05302454,284.86296068,121.18749680,55.31874341,260.92748681,119.10618729,116.50351662,53.18063589,40.15704390,18.33058085,27.90393666,12.73737599,27.66414876,12.62791944,29.70939499,13.56151783
135,2.19071312,7.15223949,5.23301469,0.54890798,0.40161456,0.13419458,0.09818494,0.46816167,0.34253563,0.46127024,0.33749344,0.31056358,0.22722726,1.41586259,1.03593143,3.81327887,2.79002743,624.05302459,284.86296071,121.18749680,55.31874341,260.92748684,119.10618730,116.50351664,53.18063590,40.15704393,18.33058086,27.90393664,12.73737598,27.66414875,12.62791944,29.70939499,13.56151783
