CMFD Cell,FSR id,Centroid
97,3757,"1.781367,-1.066967,-68.734188"
97,2008,"1.781258,-1.066995,-68.733996"
97,1474,"1.836989,-1.041570,-68.767831"
97,2637,"1.783737,-1.066311,-68.682776"
98,1049,"2.443347,-0.736248,-68.899762"
98,2093,"2.326073,-0.717761,-68.758376"
98,4080,"2.444997,-0.736654,-68.757004"
98,1203,"2.444891,-0.736857,-68.756909"
101,2108,"-1.221372,-2.027182,-68.693135"
101,1770,"-1.137000,-2.121441,-68.792443"
101,1315,"-1.222020,-2.008553,-68.775683"
101,2138,"-1.222050,-2.009977,-68.776213"
102,462,"-0.560084,-1.685798,-68.849227"
102,3664,"-0.601946,-1.775411,-68.784162"
102,3787,"-0.561720,-1.684553,-68.802166"
102,263,"-0.561353,-1.684269,-68.781793"
103,223,"0.000000,-1.393989,-68.772046"
103,1993,"-0.000000,-1.291268,-68.718312"
103,1603,"0.000000,-1.400298,-68.846757"
103,2255,"-0.000000,-1.400687,-68.846768"
104,3808,"0.570073,-1.022639,-68.761738"
104,747,"0.653853,-1.064020,-68.685824"
104,916,"0.517268,-1.005183,-68.699548"
104,1513,"0.558649,-1.022935,-68.725614"
105,1963,"1.175458,-0.755551,-68.890529"
105,4048,"1.180188,-0.736269,-68.821047"
105,1731,"1.296755,-0.635185,-68.843634"
105,2480,"1.179837,-0.738353,-68.816069"
106,2837,"1.790704,-0.401510,-68.709607"
106,837,"1.863645,-0.421477,-68.782141"
106,3023,"1.838291,-0.278869,-68.729835"
106,3008,"1.903340,-0.428674,-68.823598"
107,4033,"2.375319,-0.000000,-68.874833"
107,2852,"2.518440,-0.000000,-68.718889"
107,407,"2.346048,0.000000,-68.829086"
107,183,"2.374408,-0.000000,-68.838029"
109,2916,"-1.687705,-1.711627,-68.888041"
109,3897,"-1.707612,-1.721768,-68.855747"
109,523,"-1.732528,-1.768607,-68.809293"
109,1428,"-1.875891,-1.679629,-68.851289"
110,2658,"-1.223904,-1.353470,-68.823449"
110,2350,"-1.219432,-1.354609,-68.750328"
110,43,"-1.072792,-1.449300,-68.816181"
110,3348,"-1.224460,-1.353127,-68.811413"
111,1256,"-0.558649,-1.022935,-68.725614"
111,1295,"-0.653853,-1.064020,-68.685824"
111,3982,"-0.517268,-1.005183,-68.699548"
111,3825,"-0.570073,-1.022639,-68.761738"
112,3502,"-0.000000,-0.713091,-68.731070"
112,1379,"0.000000,-0.733855,-68.896000"
112,1029,"-0.000000,-0.738935,-68.756981"
112,2822,"0.000000,-0.738852,-68.756887"
113,1013,"0.565200,-0.441442,-68.749557"
113,932,"0.691255,-0.356150,-68.714590"
113,3130,"0.624062,-0.248859,-68.710527"
113,3649,"0.650643,-0.384793,-68.752984"
114,1088,"1.225048,0.000000,-68.816962"
114,303,"1.222137,0.000000,-68.753972"
114,3408,"1.211459,-0.000000,-68.847897"
114,3710,"1.209171,-0.000000,-68.883368"
115,2411,"1.863645,0.421477,-68.782141"
115,2867,"1.790704,0.401510,-68.709607"
115,3581,"1.903340,0.428674,-68.823598"
115,3840,"1.838291,0.278869,-68.729835"
116,3333,"2.444891,0.736857,-68.756909"
116,3273,"2.444997,0.736654,-68.757004"
116,2270,"2.326073,0.717761,-68.758376"
116,353,"2.443347,0.736248,-68.899762"
117,2335,"-2.395479,-1.379480,-68.801799"
117,1850,"-2.382595,-1.364653,-68.800939"
117,972,"-2.394841,-1.379312,-68.790623"
117,3878,"-2.395630,-1.376640,-68.757247"
118,3243,"-1.781258,-1.066995,-68.733996"
118,2621,"-1.783737,-1.066311,-68.682776"
118,2074,"-1.781367,-1.066967,-68.734188"
118,2557,"-1.836989,-1.041570,-68.767831"
119,2991,"-1.175458,-0.755551,-68.890529"
119,1218,"-1.296755,-0.635185,-68.843634"
119,877,"-1.180188,-0.736269,-68.821047"
119,3740,"-1.179837,-0.738353,-68.816069"
120,2589,"-0.691255,-0.356150,-68.714590"
120,3933,"-0.650643,-0.384793,-68.752984"
120,2316,"-0.565200,-0.441442,-68.749557"
120,2690,"-0.624062,-0.248859,-68.710527"
121,2395,"-0.000000,0.000000,-68.811347"
121,1123,"0.000000,0.000000,-68.812509"
121,597,"0.000000,-0.000000,-68.815999"
121,631,"0.000000,0.000000,-68.736149"
122,3211,"0.565200,0.441442,-68.749557"
122,1751,"0.650643,0.384793,-68.752984"
122,3425,"0.691255,0.356150,-68.714590"
122,1785,"0.624062,0.248859,-68.710527"
123,3440,"1.179837,0.738353,-68.816069"
123,203,"1.175458,0.755551,-68.890529"
123,477,"1.296755,0.635185,-68.843634"
123,2210,"1.180188,0.736269,-68.821047"
124,1409,"1.836989,1.041570,-68.767831"
124,243,"1.781258,1.066995,-68.733996"
124,566,"1.783737,1.066311,-68.682776"
124,3378,"1.781367,1.066967,-68.734188"
125,1138,"2.394841,1.379312,-68.790623"
125,994,"2.395479,1.379480,-68.801799"
125,1334,"2.382595,1.364653,-68.800939"
125,2673,"2.395630,1.376640,-68.757247"
126,1933,"-2.444891,-0.736857,-68.756909"
126,2604,"-2.444997,-0.736654,-68.757004"
126,3598,"-2.326073,-0.717761,-68.758376"
126,952,"-2.443347,-0.736248,-68.899762"
127,3857,"-1.903340,-0.428674,-68.823598"
127,1633,"-1.838291,-0.278869,-68.729835"
127,4065,"-1.863645,-0.421477,-68.782141"
127,1544,"-1.790704,-0.401510,-68.709607"
128,3999,"-1.211459,-0.000000,-68.847897"
128,3258,"-1.225048,0.000000,-68.816962"
128,1831,"-1.222137,0.000000,-68.753972"
128,2465,"-1.209171,-0.000000,-68.883368"
129,3303,"-0.650643,0.384793,-68.752984"
129,2123,"-0.691255,0.356150,-68.714590"
129,616,"-0.565200,0.441442,-68.749557"
129,3,"-0.624062,0.248859,-68.710527"
130,666,"0.000000,0.733855,-68.896000"
130,1173,"-0.000000,0.738852,-68.756887"
130,373,"0.000000,0.713091,-68.731070"
130,2931,"0.000000,0.738935,-68.756981"
131,2542,"0.558649,1.022935,-68.725614"
131,1236,"0.653853,1.064020,-68.685824"
131,1458,"0.570073,1.022639,-68.761738"
131,1948,"0.517268,1.005183,-68.699548"
132,716,"1.223904,1.353470,-68.823449"
132,443,"1.072792,1.449300,-68.816181"
132,2788,"1.224460,1.353127,-68.811413"
132,1865,"1.219432,1.354609,-68.750328"
133,1978,"1.732528,1.768607,-68.809293"
133,3288,"1.687705,1.711627,-68.888041"
133,1800,"1.875891,1.679629,-68.851289"
133,1564,"1.707612,1.721768,-68.855747"
135,3100,"-2.518440,-0.000000,-68.718889"
135,283,"-2.346048,0.000000,-68.829086"
135,3038,"-2.375319,-0.000000,-68.874833"
135,4018,"-2.374408,-0.000000,-68.838029"
136,2495,"-1.863645,0.421477,-68.782141"
136,2380,"-1.903340,0.428674,-68.823598"
136,1897,"-1.790704,0.401510,-68.709607"
136,1104,"-1.838291,0.278869,-68.729835"
137,2365,"-1.180188,0.736269,-68.821047"
137,1154,"-1.179837,0.738353,-68.816069"
137,1394,"-1.296755,0.635185,-68.843634"
137,1618,"-1.175458,0.755551,-68.890529"
138,897,"-0.570073,1.022639,-68.761738"
138,3680,"-0.517268,1.005183,-68.699548"
138,3634,"-0.558649,1.022935,-68.725614"
138,3194,"-0.653853,1.064020,-68.685824"
139,1494,"0.000000,1.393989,-68.772046"
139,1715,"0.000000,1.400298,-68.846757"
139,2023,"0.000000,1.400687,-68.846768"
139,3912,"0.000000,1.291268,-68.718312"
140,2741,"0.560084,1.685798,-68.849227"
140,2884,"0.601946,1.775411,-68.784162"
140,2225,"0.561720,1.684553,-68.802166"
140,1666,"0.561353,1.684269,-68.781793"
141,322,"1.221372,2.027182,-68.693135"
141,1700,"1.222050,2.009977,-68.776213"
141,163,"1.222020,2.008553,-68.775683"
141,2285,"1.137000,2.121441,-68.792443"
144,1364,"-2.326073,0.717761,-68.758376"
144,581,"-2.444891,0.736857,-68.756909"
144,492,"-2.444997,0.736654,-68.757004"
144,423,"-2.443347,0.736248,-68.899762"
145,2155,"-1.836989,1.041570,-68.767831"
145,1528,"-1.781258,1.066995,-68.733996"
145,821,"-1.783737,1.066311,-68.682776"
145,767,"-1.781367,1.066967,-68.734188"
146,3695,"-1.072792,1.449300,-68.816181"
146,787,"-1.219432,1.354609,-68.750328"
146,2038,"-1.223904,1.353470,-68.823449"
146,2961,"-1.224460,1.353127,-68.811413"
147,1685,"-0.560084,1.685798,-68.849227"
147,3228,"-0.601946,1.775411,-68.784162"
147,2300,"-0.561353,1.684269,-68.781793"
147,647,"-0.561720,1.684553,-68.802166"
148,547,"0.000000,1.970373,-68.798152"
148,1880,"-0.000000,1.978137,-68.722055"
148,3532,"0.000000,1.969686,-68.797578"
148,2430,"-0.000000,2.195964,-68.731592"
149,3457,"0.661470,2.442702,-68.753964"
149,2446,"0.561984,2.435475,-68.794988"
149,3566,"0.561896,2.453692,-68.799309"
149,2756,"0.564719,2.440716,-68.779647"
153,1443,"-2.395479,1.379480,-68.801799"
153,857,"-2.395630,1.376640,-68.757247"
153,3472,"-2.382595,1.364653,-68.800939"
153,1648,"-2.394841,1.379312,-68.790623"
154,3363,"-1.707612,1.721768,-68.855747"
154,3967,"-1.732528,1.768607,-68.809293"
154,1584,"-1.875891,1.679629,-68.851289"
154,2240,"-1.687705,1.711627,-68.888041"
155,3551,"-1.137000,2.121441,-68.792443"
155,337,"-1.222020,2.008553,-68.775683"
155,1912,"-1.222050,2.009977,-68.776213"
155,103,"-1.221372,2.027182,-68.693135"
156,681,"-0.561984,2.435475,-68.794988"
156,2976,"-0.561896,2.453692,-68.799309"
156,806,"-0.564719,2.440716,-68.779647"
156,83,"-0.661470,2.442702,-68.753964"
157,2807,"0.000000,2.862339,-68.788757"
157,1276,"0.000000,2.874493,-68.756950"
157,3517,"-0.000000,2.670018,-68.729642"
157,3055,"-0.000000,2.873632,-68.756968"
166,3396,"-0.000000,-2.671328,-39.538693"
166,2710,"0.000000,-2.873052,-39.622201"
166,3800,"-0.000000,-2.878621,-40.518194"
166,3773,"-0.000000,-2.874898,-49.980169"
166,2708,"0.000000,-2.874084,-49.979758"
166,2709,"0.000000,-2.877468,-40.476066"
166,3774,"-0.000000,-2.878365,-40.475604"
166,698,"0.000000,-2.861593,-49.981700"
166,699,"0.000000,-2.879839,-40.475146"
166,3395,"-0.000000,-2.636850,-40.500930"
166,700,"-0.000000,-2.866638,-39.683854"
166,3775,"-0.000000,-2.873874,-39.622127"
166,3394,"-0.000000,-2.673297,-50.005329"
167,145,"0.557074,-2.448918,-40.478537"
167,2949,"0.556451,-2.437848,-39.668117"
167,2576,"0.698398,-2.441443,-40.516330"
167,510,"0.559345,-2.454459,-39.663818"
167,2686,"0.627438,-2.376511,-40.523758"
167,2575,"0.660126,-2.443025,-49.979303"
167,2577,"0.662262,-2.441555,-39.643898"
167,146,"0.561744,-2.430467,-39.650208"
167,508,"0.562244,-2.456566,-49.983870"
167,144,"0.562437,-2.434934,-49.956244"
167,2948,"0.559676,-2.445037,-40.499370"
167,509,"0.549163,-2.424073,-40.516167"
167,2947,"0.565344,-2.441187,-49.952396"
168,3320,"1.147543,-2.150006,-40.514441"
168,2055,"1.222376,-2.005174,-50.019723"
168,3088,"1.222773,-2.009279,-39.622137"
168,3180,"1.220897,-2.027097,-39.587561"
168,3086,"1.222325,-2.004107,-50.019502"
168,3321,"1.138836,-2.120901,-39.694196"
168,3087,"1.222773,-2.061750,-40.516961"
168,3179,"1.222639,-2.053182,-40.516436"
168,3319,"1.136607,-2.119262,-49.982934"
168,2057,"1.222818,-2.010624,-39.622217"
168,2056,"1.222818,-2.067636,-40.517263"
168,3178,"1.221151,-2.025871,-49.966169"
168,3946,"1.223538,-2.048264,-40.508758"
169,3488,"1.707488,-1.723568,-49.990745"
169,3148,"1.877028,-1.680403,-39.738281"
169,1351,"1.748167,-1.771033,-40.495072"
169,1350,"1.732547,-1.768460,-49.970187"
169,3147,"1.864103,-1.662416,-40.524738"
169,1352,"1.730908,-1.774500,-39.698584"
169,3489,"1.716991,-1.702767,-40.528449"
169,65,"1.697169,-1.696120,-40.530213"
169,3925,"1.877081,-1.663717,-40.516837"
169,3490,"1.707244,-1.723058,-39.768067"
169,66,"1.686946,-1.712130,-39.774320"
169,64,"1.686977,-1.712190,-50.012700"
169,3146,"1.876491,-1.680780,-49.997511"
170,3118,"2.398413,-1.379135,-39.619541"
170,2174,"2.382155,-1.364745,-39.608549"
170,3073,"2.395342,-1.379809,-39.624687"
170,2172,"2.382850,-1.367224,-50.015752"
170,3116,"2.395493,-1.380964,-49.998861"
170,3072,"2.401750,-1.348982,-40.526596"
170,2513,"2.396537,-1.377165,-49.967790"
170,3051,"2.373365,-1.359392,-40.481660"
170,3071,"2.395811,-1.381067,-50.003918"
170,3117,"2.396042,-1.352984,-40.518819"
170,2173,"2.381256,-1.322521,-40.527752"
170,2515,"2.395411,-1.376459,-39.650964"
170,2514,"2.380940,-1.370251,-40.505330"
174,126,"-0.662262,-2.441555,-39.643898"
174,1191,"-0.556451,-2.437848,-39.668117"
174,393,"-0.562437,-2.434934,-49.956244"
174,732,"-0.562244,-2.456566,-49.983870"
174,1190,"-0.559676,-2.445037,-40.499370"
174,394,"-0.557074,-2.448918,-40.478537"
174,734,"-0.559345,-2.454459,-39.663818"
174,395,"-0.561744,-2.430467,-39.650208"
174,2880,"-0.698398,-2.441443,-40.516330"
174,733,"-0.549163,-2.424073,-40.516167"
174,125,"-0.627438,-2.376511,-40.523758"
174,1189,"-0.565344,-2.441187,-49.952396"
174,124,"-0.660126,-2.443025,-49.979303"
175,2193,"-0.000000,-1.992003,-40.504994"
175,2192,"0.000000,-1.977127,-49.964611"
175,2194,"0.000000,-1.976355,-39.627363"
175,2529,"0.000000,-2.021566,-40.517398"
175,2727,"0.000000,-2.198602,-39.598150"
175,2902,"0.000000,-1.966163,-50.020006"
175,2726,"-0.000000,-2.213156,-40.510751"
175,2904,"0.000000,-1.970662,-39.622319"
175,2530,"0.000000,-1.970013,-39.622252"
175,2903,"0.000000,-2.026781,-40.517649"
175,2528,"0.000000,-1.965791,-50.019822"
175,3173,"0.000000,-2.014177,-40.516953"
175,2725,"-0.000000,-2.194469,-49.980652"
176,3616,"0.560723,-1.686665,-49.956352"
176,3955,"0.560301,-1.685761,-39.710390"
176,2774,"0.559365,-1.686633,-39.745426"
176,1070,"0.602511,-1.775106,-49.963568"
176,1071,"0.604288,-1.782494,-40.494458"
176,2772,"0.559636,-1.686905,-49.999023"
176,3617,"0.570075,-1.647402,-40.504106"
176,3421,"0.565398,-1.670378,-40.526399"
176,3953,"0.560456,-1.686129,-49.976660"
176,3618,"0.558245,-1.692518,-39.702597"
176,1072,"0.600163,-1.779519,-39.656015"
176,3954,"0.568796,-1.653236,-40.514298"
176,2773,"0.568892,-1.655165,-40.514243"
177,24,"1.219069,-1.355084,-49.972202"
177,25,"1.225697,-1.333945,-40.519750"
177,26,"1.219019,-1.353815,-39.639506"
177,3726,"1.224693,-1.355289,-50.021451"
177,3161,"1.224357,-1.355425,-50.021392"
177,1816,"1.072190,-1.451586,-49.989500"
177,1817,"1.091798,-1.414825,-40.506590"
177,3727,"1.225132,-1.332153,-40.519618"
177,3728,"1.225132,-1.353989,-39.622840"
177,1818,"1.076805,-1.451365,-39.681037"
177,3163,"1.224791,-1.354042,-39.622819"
177,3162,"1.224791,-1.330805,-40.519538"
177,2570,"1.223463,-1.346378,-40.509039"
178,2011,"1.781227,-1.066844,-39.622754"
178,1475,"1.835413,-1.039744,-49.981186"
178,1477,"1.836938,-1.040112,-39.598917"
178,1476,"1.854909,-1.051724,-40.483251"
178,3758,"1.782397,-1.066819,-49.975716"
178,2010,"1.780681,-1.085879,-40.512932"
178,3760,"1.781352,-1.066813,-39.622744"
178,2803,"1.780993,-1.070419,-40.509966"
178,3759,"1.779364,-1.079191,-40.497215"
178,2009,"1.782177,-1.066393,-49.991517"
178,2638,"1.783969,-1.066173,-49.975954"
178,2639,"1.781023,-1.087302,-40.519353"
178,2640,"1.784062,-1.069142,-39.544737"
179,1050,"2.443423,-0.735834,-49.988523"
179,1206,"2.440335,-0.733679,-39.668030"
179,1052,"2.444911,-0.733643,-39.795231"
179,1205,"2.436717,-0.779002,-40.493604"
179,2094,"2.325670,-0.714867,-49.957942"
179,4083,"2.444933,-0.737963,-39.734133"
179,1204,"2.445030,-0.732473,-49.977607"
179,4081,"2.445137,-0.732536,-49.977662"
179,4082,"2.439244,-0.765859,-40.538156"
179,1051,"2.443042,-0.738064,-40.513565"
179,1661,"2.440159,-0.758889,-40.541004"
179,2096,"2.322093,-0.709066,-39.703312"
179,2095,"2.334267,-0.762232,-40.491351"
182,1771,"-1.136607,-2.119262,-49.982934"
182,1318,"-1.222773,-2.009279,-39.622137"
182,3207,"-1.223538,-2.048264,-40.508758"
182,2110,"-1.222639,-2.053182,-40.516436"
182,2109,"-1.221151,-2.025871,-49.966169"
182,1316,"-1.222325,-2.004107,-50.019502"
182,2139,"-1.222376,-2.005174,-50.019723"
182,2141,"-1.222818,-2.010624,-39.622217"
182,2140,"-1.222818,-2.067636,-40.517263"
182,2111,"-1.220897,-2.027097,-39.587561"
182,1772,"-1.147543,-2.150006,-40.514441"
182,1773,"-1.138836,-2.120901,-39.694196"
182,1317,"-1.222773,-2.061750,-40.516961"
183,265,"-0.570075,-1.647402,-40.504106"
183,264,"-0.560723,-1.686665,-49.956352"
183,266,"-0.558245,-1.692518,-39.702597"
183,464,"-0.565398,-1.670378,-40.526399"
183,540,"-0.568892,-1.655165,-40.514243"
183,3666,"-0.604288,-1.782494,-40.494458"
183,3790,"-0.560301,-1.685761,-39.710390"
183,3789,"-0.568796,-1.653236,-40.514298"
183,465,"-0.559365,-1.686633,-39.745426"
183,463,"-0.559636,-1.686905,-49.999023"
183,3788,"-0.560456,-1.686129,-49.976660"
183,3667,"-0.600163,-1.779519,-39.656015"
183,3665,"-0.602511,-1.775106,-49.963568"
184,1995,"-0.000000,-1.269838,-40.511151"
184,1605,"0.000000,-1.378661,-40.520268"
184,1604,"0.000000,-1.401563,-50.021929"
184,226,"0.000000,-1.394646,-39.675549"
184,2256,"-0.000000,-1.401865,-50.022066"
184,1231,"-0.000000,-1.383126,-40.520764"
184,1994,"-0.000000,-1.292778,-49.998199"
184,2257,"0.000000,-1.380513,-40.520455"
184,225,"0.000000,-1.390614,-40.504717"
184,2258,"-0.000000,-1.401526,-39.623062"
184,1606,"0.000000,-1.401137,-39.623012"
184,224,"0.000000,-1.394334,-49.969774"
184,1996,"-0.000000,-1.286854,-39.509404"
185,3810,"0.563854,-1.051182,-40.509874"
185,2737,"0.680810,-1.081761,-40.497684"
185,1516,"0.558012,-1.022106,-39.625040"
185,917,"0.517506,-1.004822,-49.947603"
185,919,"0.509365,-1.011998,-39.592908"
185,1514,"0.558795,-1.022117,-49.981080"
185,749,"0.659293,-1.065917,-40.512270"
185,918,"0.525446,-1.021728,-40.482359"
185,748,"0.653415,-1.063879,-49.979890"
185,3811,"0.569212,-1.021038,-39.621715"
185,750,"0.654762,-1.065450,-39.543651"
185,3809,"0.569400,-1.020000,-49.993812"
185,1515,"0.548504,-1.042013,-40.513809"
186,3821,"1.174326,-0.760442,-40.511699"
186,1965,"1.189322,-0.755864,-40.517804"
186,1733,"1.287256,-0.686561,-40.521988"
186,2483,"1.178774,-0.736892,-39.668489"
186,2481,"1.178577,-0.735441,-49.989481"
186,2482,"1.189249,-0.779507,-40.484761"
186,1734,"1.297424,-0.634178,-39.734027"
186,4051,"1.176251,-0.734114,-39.721002"
186,1966,"1.174358,-0.752634,-39.793074"
186,4049,"1.178908,-0.733634,-49.989703"
186,1732,"1.297173,-0.632330,-50.001046"
186,4050,"1.190568,-0.767349,-40.511894"
186,1964,"1.175454,-0.755115,-49.983381"
187,3753,"1.778401,-0.394421,-40.515069"
187,3026,"1.835328,-0.280067,-39.642488"
187,2839,"1.792433,-0.409417,-40.494544"
187,3011,"1.903685,-0.429808,-39.686322"
187,839,"1.833209,-0.388062,-40.567292"
187,840,"1.872355,-0.419735,-39.692742"
187,2838,"1.790696,-0.401347,-49.981539"
187,2840,"1.791272,-0.402937,-39.553044"
187,838,"1.864438,-0.423048,-49.997800"
187,3009,"1.905629,-0.429665,-50.023418"
187,3024,"1.838993,-0.281724,-49.969139"
187,3010,"1.871685,-0.405262,-40.540798"
187,3025,"1.823752,-0.216819,-40.529941"
188,184,"2.373061,-0.000000,-49.938231"
188,410,"2.344783,-0.000000,-39.630768"
188,4034,"2.376015,0.000000,-49.979793"
188,4035,"2.360475,-0.000000,-40.494788"
188,4036,"2.374673,0.000000,-39.756668"
188,186,"2.372762,-0.000000,-39.753530"
188,2855,"2.518980,-0.000000,-39.654383"
188,2853,"2.515805,-0.000000,-49.940370"
188,185,"2.361246,-0.000000,-40.482565"
188,409,"2.362137,-0.000000,-40.489343"
188,408,"2.347771,0.000000,-49.999950"
188,2854,"2.557092,0.000000,-40.494919"
188,2652,"2.311912,0.000000,-40.509141"
190,3899,"-1.716991,-1.702767,-40.528449"
190,2918,"-1.697169,-1.696120,-40.530213"
190,2917,"-1.686977,-1.712190,-50.012700"
190,3898,"-1.707488,-1.723568,-49.990745"
190,3900,"-1.707244,-1.723058,-39.768067"
190,525,"-1.748167,-1.771033,-40.495072"
190,524,"-1.732547,-1.768460,-49.970187"
190,526,"-1.730908,-1.774500,-39.698584"
190,1430,"-1.877081,-1.663717,-40.516837"
190,2919,"-1.686946,-1.712130,-39.774320"
190,2617,"-1.864103,-1.662416,-40.524738"
190,1431,"-1.877028,-1.680403,-39.738281"
190,1429,"-1.876491,-1.680780,-49.997511"
191,3350,"-1.225132,-1.332153,-40.519618"
191,2353,"-1.219019,-1.353815,-39.639506"
191,2351,"-1.219069,-1.355084,-49.972202"
191,2659,"-1.224357,-1.355425,-50.021392"
191,2352,"-1.223463,-1.346378,-40.509039"
191,46,"-1.076805,-1.451365,-39.681037"
191,2661,"-1.224791,-1.354042,-39.622819"
191,45,"-1.091798,-1.414825,-40.506590"
191,44,"-1.072190,-1.451586,-49.989500"
191,3630,"-1.225697,-1.333945,-40.519750"
191,3349,"-1.224693,-1.355289,-50.021451"
191,3351,"-1.225132,-1.353989,-39.622840"
191,2660,"-1.224791,-1.330805,-40.519538"
192,3983,"-0.517506,-1.004822,-49.947603"
192,3828,"-0.569212,-1.021038,-39.621715"
192,3984,"-0.525446,-1.021728,-40.482359"
192,1258,"-0.548504,-1.042013,-40.513809"
192,1297,"-0.659293,-1.065917,-40.512270"
192,3827,"-0.563854,-1.051182,-40.509874"
192,1298,"-0.654762,-1.065450,-39.543651"
192,1259,"-0.558012,-1.022106,-39.625040"
192,3985,"-0.509365,-1.011998,-39.592908"
192,1257,"-0.558795,-1.022117,-49.981080"
192,1422,"-0.680810,-1.081761,-40.497684"
192,3826,"-0.569400,-1.020000,-49.993812"
192,1296,"-0.653415,-1.063879,-49.979890"
193,1032,"0.000000,-0.732618,-39.706875"
193,2823,"0.000000,-0.734381,-49.978215"
193,3504,"-0.000000,-0.783775,-40.493699"
193,1030,"-0.000000,-0.734724,-49.978361"
193,1380,"0.000000,-0.733364,-49.987462"
193,2825,"0.000000,-0.736075,-39.622526"
193,1382,"0.000000,-0.730481,-39.799332"
193,1031,"-0.000000,-0.774529,-40.514075"
193,2824,"0.000000,-0.786966,-40.473589"
193,2703,"-0.000000,-0.733807,-40.516602"
193,1381,"-0.000000,-0.769560,-40.523206"
193,3505,"-0.000000,-0.712634,-39.635418"
193,3503,"-0.000000,-0.708643,-49.961410"
194,1014,"0.564244,-0.441301,-49.990574"
194,1015,"0.570173,-0.442104,-40.492901"
194,3650,"0.651460,-0.386036,-50.010017"
194,3652,"0.652058,-0.383098,-39.624474"
194,1016,"0.565347,-0.443924,-39.594334"
194,3132,"0.624486,-0.191382,-40.530813"
194,3224,"0.581053,-0.447599,-40.502499"
194,935,"0.687456,-0.362167,-39.594313"
194,934,"0.686933,-0.342309,-40.496103"
194,3131,"0.624485,-0.251643,-49.977023"
194,3651,"0.652770,-0.351750,-40.538938"
194,3133,"0.624723,-0.249655,-39.613965"
194,933,"0.691076,-0.356769,-49.950303"
195,3712,"1.215250,0.000000,-40.478617"
195,1089,"1.224656,0.000000,-49.991829"
195,304,"1.221590,-0.000000,-49.919948"
195,3410,"1.218702,-0.000000,-40.481464"
195,1090,"1.207533,-0.000000,-40.471463"
195,305,"1.223598,0.000000,-40.505384"
195,306,"1.221296,-0.000000,-39.796248"
195,1927,"1.235979,0.000000,-40.503204"
195,3711,"1.208968,-0.000000,-49.977430"
195,1091,"1.226690,0.000000,-39.615757"
195,3409,"1.209678,0.000000,-49.945675"
195,3713,"1.203760,-0.000000,-39.778756"
195,3411,"1.202190,-0.000000,-39.784426"
196,2413,"1.833209,0.388062,-40.567292"
196,2868,"1.790696,0.401347,-49.981539"
196,3842,"1.823752,0.216819,-40.529941"
196,2870,"1.791272,0.402937,-39.553044"
196,3841,"1.838993,0.281724,-49.969139"
196,3843,"1.835328,0.280067,-39.642488"
196,3611,"1.778401,0.394421,-40.515069"
196,3583,"1.871685,0.405262,-40.540798"
196,2869,"1.792433,0.409417,-40.494544"
196,3584,"1.903685,0.429808,-39.686322"
196,3582,"1.905629,0.429665,-50.023418"
196,2414,"1.872355,0.419735,-39.692742"
196,2412,"1.864438,0.423048,-49.997800"
197,4012,"2.443042,0.738064,-40.513565"
197,356,"2.444911,0.733643,-39.795231"
197,2272,"2.334267,0.762232,-40.491351"
197,3275,"2.439244,0.765859,-40.538156"
197,3336,"2.440335,0.733679,-39.668030"
197,354,"2.443423,0.735834,-49.988523"
197,3274,"2.445137,0.732536,-49.977662"
197,2273,"2.322093,0.709066,-39.703312"
197,355,"2.440159,0.758889,-40.541004"
197,3335,"2.436717,0.779002,-40.493604"
197,3276,"2.444933,0.737963,-39.734133"
197,2271,"2.325670,0.714867,-49.957942"
197,3334,"2.445030,0.732473,-49.977607"
198,1851,"-2.382850,-1.367224,-50.015752"
198,3880,"-2.380940,-1.370251,-40.505330"
198,2336,"-2.395811,-1.381067,-50.003918"
198,2337,"-2.401750,-1.348982,-40.526596"
198,975,"-2.398413,-1.379135,-39.619541"
198,3893,"-2.373365,-1.359392,-40.481660"
198,2338,"-2.395342,-1.379809,-39.624687"
198,1853,"-2.382155,-1.364745,-39.608549"
198,974,"-2.396042,-1.352984,-40.518819"
198,973,"-2.395493,-1.380964,-49.998861"
198,3881,"-2.395411,-1.376459,-39.650964"
198,1852,"-2.381256,-1.322521,-40.527752"
198,3879,"-2.396537,-1.377165,-49.967790"
199,2075,"-1.782397,-1.066819,-49.975716"
199,2623,"-1.781023,-1.087302,-40.519353"
199,3246,"-1.781227,-1.066844,-39.622754"
199,2077,"-1.781352,-1.066813,-39.622744"
199,2622,"-1.783969,-1.066173,-49.975954"
199,2624,"-1.784062,-1.069142,-39.544737"
199,3891,"-1.780993,-1.070419,-40.509966"
199,3245,"-1.780681,-1.085879,-40.512932"
199,2559,"-1.854909,-1.051724,-40.483251"
199,2076,"-1.779364,-1.079191,-40.497215"
199,2560,"-1.836938,-1.040112,-39.598917"
199,3244,"-1.782177,-1.066393,-49.991517"
199,2558,"-1.835413,-1.039744,-49.981186"
200,3742,"-1.189249,-0.779507,-40.484761"
200,1219,"-1.297173,-0.632330,-50.001046"
200,3927,"-1.174326,-0.760442,-40.511699"
200,3741,"-1.178577,-0.735441,-49.989481"
200,1221,"-1.297424,-0.634178,-39.734027"
200,2994,"-1.174358,-0.752634,-39.793074"
200,879,"-1.190568,-0.767349,-40.511894"
200,3743,"-1.178774,-0.736892,-39.668489"
200,1220,"-1.287256,-0.686561,-40.521988"
200,2992,"-1.175454,-0.755115,-49.983381"
200,2993,"-1.189322,-0.755864,-40.517804"
