CMFD Cell,FSR id,Centroid
297,3104,"-2.517743,-0.000000,-29.478191"
297,4022,"-2.374056,-0.000000,-29.560423"
298,1901,"-1.790658,0.401687,-29.402941"
298,2384,"-1.904312,0.428406,-29.498077"
298,2499,"-1.863841,0.421532,-29.492325"
298,1108,"-1.838476,0.279488,-29.459496"
299,1398,"-1.296680,0.633308,-29.547472"
299,1158,"-1.178670,0.736092,-29.515076"
299,2369,"-1.179109,0.734680,-29.542087"
299,1622,"-1.175643,0.755607,-29.579826"
300,3198,"-0.653655,1.064157,-29.374133"
300,3684,"-0.518081,1.004961,-29.461949"
300,3638,"-0.558350,1.022328,-29.453877"
300,901,"-0.568835,1.020600,-29.462585"
301,1719,"0.000000,1.400298,-29.403243"
301,1498,"0.000000,1.394286,-29.507172"
301,3916,"-0.000000,1.291141,-29.338529"
301,2027,"0.000000,1.400687,-29.403232"
302,2229,"0.561078,1.684819,-29.489469"
302,2888,"0.601840,1.774509,-29.488783"
302,2745,"0.559920,1.686235,-29.546577"
302,1670,"0.561015,1.684888,-29.489613"
303,326,"1.221275,2.026809,-29.424550"
303,2289,"1.136979,2.120873,-29.503390"
303,1704,"1.222416,2.008773,-29.403420"
303,167,"1.222366,2.007433,-29.403438"
306,585,"-2.445331,0.733787,-29.516076"
306,1368,"-2.325888,0.715729,-29.539007"
306,496,"-2.445132,0.734252,-29.545785"
306,427,"-2.443413,0.736302,-29.580288"
307,1532,"-1.781558,1.065878,-29.454148"
307,825,"-1.783842,1.066449,-29.377929"
307,771,"-1.781501,1.066119,-29.482267"
307,2159,"-1.836068,1.039510,-29.479379"
308,2042,"-1.224397,1.354032,-29.403286"
308,791,"-1.219304,1.354685,-29.469902"
308,3699,"-1.072980,1.450067,-29.481446"
308,2965,"-1.224733,1.353980,-29.403282"
309,2304,"-0.561015,1.684888,-29.489613"
309,1689,"-0.559920,1.686235,-29.546577"
309,651,"-0.561078,1.684819,-29.489469"
309,3232,"-0.601840,1.774509,-29.488783"
310,1884,"-0.000000,1.977574,-29.464833"
310,551,"0.000000,1.969628,-29.403397"
310,2434,"-0.000000,2.195742,-29.427249"
310,3536,"0.000000,1.968981,-29.403412"
311,3570,"0.561341,2.454937,-29.486444"
311,2760,"0.564542,2.441067,-29.506615"
311,2450,"0.562356,2.434972,-29.509995"
311,3461,"0.660980,2.442767,-29.459667"
315,3476,"-2.382341,1.364856,-29.391360"
315,1652,"-2.394310,1.379666,-29.425475"
315,861,"-2.395989,1.376878,-29.485980"
315,1447,"-2.394813,1.379669,-29.424571"
316,1588,"-1.876026,1.680052,-29.542519"
316,3971,"-1.732807,1.768098,-29.519937"
316,3367,"-1.708040,1.722345,-29.543363"
316,2244,"-1.687769,1.711596,-29.549276"
317,1916,"-1.222416,2.008773,-29.403420"
317,3555,"-1.136979,2.120873,-29.503390"
317,107,"-1.221275,2.026809,-29.424550"
317,341,"-1.222366,2.007433,-29.403438"
318,2980,"-0.561341,2.454937,-29.486444"
318,685,"-0.562356,2.434972,-29.509995"
318,810,"-0.564542,2.441067,-29.506615"
318,87,"-0.660980,2.442767,-29.459667"
319,3521,"-0.000000,2.671223,-29.370858"
319,2811,"0.000000,2.862002,-29.492591"
319,1280,"0.000000,2.876368,-29.442814"
319,3059,"-0.000000,2.875631,-29.443334"
328,703,"-0.000000,-2.862042,-7.447137"
328,3778,"-0.000000,-2.875659,-7.484917"
328,2713,"0.000000,-2.874890,-7.484924"
328,3398,"-0.000000,-2.677081,-17.302075"
328,3777,"-0.000000,-2.869767,-17.295911"
328,702,"0.000000,-2.860589,-17.272220"
328,2712,"0.000000,-2.868630,-17.296835"
328,3399,"-0.000000,-2.670303,-7.518015"
329,149,"0.561849,-2.435730,-7.439864"
329,513,"0.561530,-2.454658,-7.451247"
329,148,"0.562193,-2.434396,-17.296402"
329,2580,"0.661554,-2.442718,-7.438793"
329,2952,"0.564586,-2.441595,-7.456966"
329,2579,"0.658338,-2.445256,-17.256756"
329,2951,"0.566761,-2.438870,-17.304392"
329,512,"0.564910,-2.453316,-17.283869"
330,2060,"1.222897,-2.009897,-7.465488"
330,3183,"1.221312,-2.027135,-7.484205"
330,3323,"1.136028,-2.119133,-17.264660"
330,2059,"1.220844,-1.998420,-17.236795"
330,3091,"1.222817,-2.008451,-7.465779"
330,3090,"1.220887,-1.997954,-17.237385"
330,3182,"1.220997,-2.023430,-17.294077"
330,3324,"1.137097,-2.121866,-7.432446"
331,69,"1.688925,-1.711055,-7.432465"
331,1354,"1.728648,-1.770262,-17.297484"
331,1355,"1.734258,-1.768815,-7.457243"
331,68,"1.683376,-1.714577,-17.269829"
331,3492,"1.703133,-1.725566,-17.275341"
331,3493,"1.709363,-1.721852,-7.439392"
331,3151,"1.875332,-1.679277,-7.411744"
331,3150,"1.877536,-1.681767,-17.261097"
332,2177,"2.381779,-1.363532,-7.450048"
332,2517,"2.396981,-1.377204,-17.292880"
332,2176,"2.384836,-1.373376,-17.218433"
332,3120,"2.398349,-1.383831,-17.254289"
332,3075,"2.399354,-1.385192,-17.242790"
332,3121,"2.394604,-1.379000,-7.459146"
332,3076,"2.394909,-1.378549,-7.448724"
332,2518,"2.395805,-1.377149,-7.456363"
336,129,"-0.661554,-2.442718,-7.438793"
336,397,"-0.562193,-2.434396,-17.296402"
336,737,"-0.561530,-2.454658,-7.451247"
336,1194,"-0.564586,-2.441595,-7.456966"
336,736,"-0.564910,-2.453316,-17.283869"
336,398,"-0.561849,-2.435730,-7.439864"
336,128,"-0.658338,-2.445256,-17.256756"
336,1193,"-0.566761,-2.438870,-17.304392"
337,2196,"0.000000,-1.975729,-17.302476"
337,2729,"-0.000000,-2.194278,-17.259262"
337,2532,"0.000000,-1.958117,-17.215205"
337,2197,"0.000000,-1.978343,-7.474566"
337,2730,"-0.000000,-2.196145,-7.452810"
337,2533,"0.000000,-1.970505,-7.444178"
337,2906,"0.000000,-1.957712,-17.214702"
337,2907,"0.000000,-1.971316,-7.443712"
338,3958,"0.561069,-1.684160,-7.485215"
338,3957,"0.560301,-1.690070,-17.299372"
338,1074,"0.604608,-1.778098,-17.307291"
338,1075,"0.601016,-1.775639,-7.474668"
338,2776,"0.559272,-1.687634,-17.268591"
338,2777,"0.560211,-1.685573,-7.419062"
338,3620,"0.560237,-1.690433,-17.299828"
338,3621,"0.561006,-1.684183,-7.485035"
339,1821,"1.072922,-1.449149,-7.454655"
339,28,"1.218680,-1.355708,-17.284331"
339,3165,"1.222695,-1.357065,-17.234616"
339,3731,"1.224893,-1.354424,-7.478232"
339,3166,"1.224918,-1.353932,-7.463486"
339,3730,"1.224197,-1.355093,-17.249885"
339,1820,"1.069419,-1.454647,-17.271112"
339,29,"1.219408,-1.355040,-7.456456"
340,3762,"1.782979,-1.069789,-17.336564"
340,2642,"1.784025,-1.066671,-17.273755"
340,2013,"1.782114,-1.071020,-17.309294"
340,3763,"1.781777,-1.066143,-7.485015"
340,1479,"1.836406,-1.042116,-17.348532"
340,2643,"1.783813,-1.066048,-7.487940"
340,2014,"1.781654,-1.066217,-7.484839"
340,1480,"1.836479,-1.039838,-7.487544"
341,4085,"2.444236,-0.736092,-17.298090"
341,2099,"2.326149,-0.717289,-7.453425"
341,2098,"2.325747,-0.715244,-17.311987"
341,1208,"2.444133,-0.736183,-17.298473"
341,1209,"2.445147,-0.734779,-7.439635"
341,1055,"2.443302,-0.736893,-7.397830"
341,1054,"2.443656,-0.734721,-17.255337"
341,4086,"2.445254,-0.734684,-7.439751"
344,2114,"-1.221312,-2.027135,-7.484205"
344,1775,"-1.136028,-2.119133,-17.264660"
344,2143,"-1.220844,-1.998420,-17.236795"
344,2113,"-1.220997,-2.023430,-17.294077"
344,1320,"-1.220887,-1.997954,-17.237385"
344,1321,"-1.222817,-2.008451,-7.465779"
344,1776,"-1.137097,-2.121866,-7.432446"
344,2144,"-1.222897,-2.009897,-7.465488"
345,268,"-0.560237,-1.690433,-17.299828"
345,3793,"-0.561069,-1.684160,-7.485215"
345,468,"-0.560211,-1.685573,-7.419062"
345,3670,"-0.601016,-1.775639,-7.474668"
345,269,"-0.561006,-1.684183,-7.485035"
345,467,"-0.559272,-1.687634,-17.268591"
345,3792,"-0.560301,-1.690070,-17.299372"
345,3669,"-0.604608,-1.778098,-17.307291"
346,229,"0.000000,-1.394506,-7.451838"
346,2261,"0.000000,-1.399653,-7.438348"
346,1998,"-0.000000,-1.296390,-17.236004"
346,228,"0.000000,-1.393784,-17.296895"
346,1608,"0.000000,-1.406324,-17.209464"
346,2260,"-0.000000,-1.406375,-17.209090"
346,1999,"-0.000000,-1.290763,-7.472563"
346,1609,"0.000000,-1.399212,-7.438588"
347,921,"0.515728,-1.005672,-17.319848"
347,752,"0.653074,-1.064588,-17.272172"
347,3814,"0.569566,-1.021032,-7.487014"
347,1519,"0.558504,-1.022195,-7.485469"
347,922,"0.517513,-1.004964,-7.485587"
347,3813,"0.572636,-1.021776,-17.321251"
347,753,"0.653738,-1.063689,-7.488088"
347,1518,"0.559902,-1.022348,-17.310751"
348,2486,"1.178534,-0.738213,-7.418187"
348,1736,"1.298809,-0.632741,-17.271102"
348,1969,"1.176108,-0.756247,-7.401289"
348,4054,"1.178884,-0.736174,-7.417871"
348,4053,"1.181097,-0.733776,-17.275209"
348,1737,"1.295696,-0.635128,-7.414540"
348,1968,"1.174222,-0.753900,-17.258907"
348,2485,"1.180748,-0.735545,-17.276260"
349,842,"1.864438,-0.430251,-17.226969"
349,3029,"1.838055,-0.276349,-7.442913"
349,3028,"1.840025,-0.291505,-17.258505"
349,843,"1.863849,-0.420052,-7.395991"
349,3013,"1.906145,-0.434970,-17.247497"
349,2843,"1.790488,-0.401850,-7.514191"
349,3014,"1.903630,-0.427632,-7.412865"
349,2842,"1.790995,-0.399096,-17.319593"
350,2857,"2.512560,-0.000000,-17.274452"
350,189,"2.373328,-0.000000,-7.416767"
350,2858,"2.518413,-0.000000,-7.446480"
350,4039,"2.375169,-0.000000,-7.414626"
350,4038,"2.376228,0.000000,-17.275198"
350,413,"2.345861,-0.000000,-7.438262"
350,188,"2.374479,-0.000000,-17.277140"
350,412,"2.349566,0.000000,-17.254726"
352,529,"-1.734258,-1.768815,-7.457243"
352,1434,"-1.875332,-1.679277,-7.411744"
352,1433,"-1.877536,-1.681767,-17.261097"
352,528,"-1.728648,-1.770262,-17.297484"
352,3903,"-1.709363,-1.721852,-7.439392"
352,2921,"-1.683376,-1.714577,-17.269829"
352,3902,"-1.703133,-1.725566,-17.275341"
352,2922,"-1.688925,-1.711055,-7.432465"
353,3353,"-1.224197,-1.355093,-17.249885"
353,2664,"-1.224918,-1.353932,-7.463486"
353,49,"-1.072922,-1.449149,-7.454655"
353,3354,"-1.224893,-1.354424,-7.478232"
353,2663,"-1.222695,-1.357065,-17.234616"
353,48,"-1.069419,-1.454647,-17.271112"
353,2356,"-1.219408,-1.355040,-7.456456"
353,2355,"-1.218680,-1.355708,-17.284331"
354,1300,"-0.653074,-1.064588,-17.272172"
354,3831,"-0.569566,-1.021032,-7.487014"
354,1301,"-0.653738,-1.063689,-7.488088"
354,3987,"-0.515728,-1.005672,-17.319848"
354,3988,"-0.517513,-1.004964,-7.485587"
354,3830,"-0.572636,-1.021776,-17.321251"
354,1261,"-0.559902,-1.022348,-17.310751"
354,1262,"-0.558504,-1.022195,-7.485469"
355,2827,"0.000000,-0.738124,-17.297711"
355,1034,"-0.000000,-0.738313,-17.297208"
355,3507,"-0.000000,-0.709809,-17.310599"
355,1385,"-0.000000,-0.734398,-7.400263"
355,3508,"-0.000000,-0.712397,-7.449675"
355,1384,"0.000000,-0.732399,-17.257594"
355,2828,"0.000000,-0.736743,-7.438512"
355,1035,"-0.000000,-0.736933,-7.438466"
356,3135,"0.622448,-0.260554,-17.264543"
356,1019,"0.565450,-0.441270,-7.495540"
356,3655,"0.652179,-0.383210,-7.424808"
356,3136,"0.624689,-0.246979,-7.457991"
356,3654,"0.648239,-0.391690,-17.267496"
356,1018,"0.562794,-0.440639,-17.303339"
356,937,"0.688760,-0.361294,-17.292835"
356,938,"0.692103,-0.354841,-7.441196"
357,1093,"1.224224,0.000000,-17.262118"
357,309,"1.222091,-0.000000,-7.419904"
357,3715,"1.208876,-0.000000,-17.272853"
357,3414,"1.210731,-0.000000,-7.414969"
357,3716,"1.209192,-0.000000,-7.412729"
357,1094,"1.225161,0.000000,-7.441792"
357,308,"1.221346,0.000000,-17.279252"
357,3413,"1.210391,-0.000000,-17.274896"
358,2417,"1.863849,0.420052,-7.395991"
358,3586,"1.906145,0.434970,-17.247497"
358,3845,"1.840025,0.291505,-17.258505"
358,2872,"1.790995,0.399096,-17.319593"
358,3846,"1.838055,0.276349,-7.442913"
358,2416,"1.864438,0.430251,-17.226969"
358,2873,"1.790488,0.401850,-7.514191"
358,3587,"1.903630,0.427632,-7.412865"
359,3279,"2.445254,0.734684,-7.439751"
359,3339,"2.445147,0.734779,-7.439635"
359,2276,"2.326149,0.717289,-7.453425"
359,358,"2.443656,0.734721,-17.255337"
359,2275,"2.325747,0.715244,-17.311987"
359,3338,"2.444133,0.736183,-17.298473"
359,3278,"2.444236,0.736092,-17.298090"
359,359,"2.443302,0.736893,-7.397830"
360,3884,"-2.395805,-1.377149,-7.456363"
360,1856,"-2.381779,-1.363532,-7.450048"
360,978,"-2.394604,-1.379000,-7.459146"
360,3883,"-2.396981,-1.377204,-17.292880"
360,2341,"-2.394909,-1.378549,-7.448724"
360,1855,"-2.384836,-1.373376,-17.218433"
360,2340,"-2.399354,-1.385192,-17.242790"
360,977,"-2.398349,-1.383831,-17.254289"
361,2080,"-1.781777,-1.066143,-7.485015"
361,3249,"-1.781654,-1.066217,-7.484839"
361,2626,"-1.784025,-1.066671,-17.273755"
361,2563,"-1.836479,-1.039838,-7.487544"
361,2562,"-1.836406,-1.042116,-17.348532"
361,2079,"-1.782979,-1.069789,-17.336564"
361,2627,"-1.783813,-1.066048,-7.487940"
361,3248,"-1.782114,-1.071020,-17.309294"
362,1223,"-1.298809,-0.632741,-17.271102"
362,882,"-1.181097,-0.733776,-17.275209"
362,3746,"-1.178534,-0.738213,-7.418187"
362,2996,"-1.174222,-0.753900,-17.258907"
362,883,"-1.178884,-0.736174,-7.417871"
362,2997,"-1.176108,-0.756247,-7.401289"
362,1224,"-1.295696,-0.635128,-7.414540"
362,3745,"-1.180748,-0.735545,-17.276260"
363,3939,"-0.652179,-0.383210,-7.424808"
363,2594,"-0.688760,-0.361294,-17.292835"
363,2595,"-0.692103,-0.354841,-7.441196"
363,2321,"-0.562794,-0.440639,-17.303339"
363,3938,"-0.648239,-0.391690,-17.267496"
363,2322,"-0.565450,-0.441270,-7.495540"
363,2696,"-0.624689,-0.246979,-7.457991"
363,2695,"-0.622448,-0.260554,-17.264543"
364,2401,"-0.000000,0.000000,-7.443174"
364,2400,"-0.000000,0.000000,-17.250369"
364,602,"0.000000,-0.000000,-17.258350"
364,637,"0.000000,0.000000,-7.431942"
364,1129,"0.000000,0.000000,-7.436335"
364,1128,"0.000000,0.000000,-17.258157"
364,603,"0.000000,-0.000000,-7.435016"
364,636,"0.000000,0.000000,-17.280507"
365,1791,"0.624689,0.246979,-7.457991"
365,1756,"0.648239,0.391690,-17.267496"
365,3216,"0.562794,0.440639,-17.303339"
365,3430,"0.688760,0.361294,-17.292835"
365,1790,"0.622448,0.260554,-17.264543"
365,3431,"0.692103,0.354841,-7.441196"
365,3217,"0.565450,0.441270,-7.495540"
365,1757,"0.652179,0.383210,-7.424808"
366,2216,"1.178884,0.736174,-7.417871"
366,208,"1.174222,0.753900,-17.258907"
366,482,"1.298809,0.632741,-17.271102"
366,3446,"1.178534,0.738213,-7.418187"
366,3445,"1.180748,0.735545,-17.276260"
366,209,"1.176108,0.756247,-7.401289"
366,483,"1.295696,0.635128,-7.414540"
366,2215,"1.181097,0.733776,-17.275209"
367,3383,"1.782979,1.069789,-17.336564"
367,3384,"1.781777,1.066143,-7.485015"
367,1415,"1.836479,1.039838,-7.487544"
367,1414,"1.836406,1.042116,-17.348532"
367,248,"1.782114,1.071020,-17.309294"
367,249,"1.781654,1.066217,-7.484839"
367,571,"1.784025,1.066671,-17.273755"
367,572,"1.783813,1.066048,-7.487940"
368,1000,"2.394909,1.378549,-7.448724"
368,2679,"2.395805,1.377149,-7.456363"
368,2678,"2.396981,1.377204,-17.292880"
368,1144,"2.394604,1.379000,-7.459146"
368,1339,"2.384836,1.373376,-17.218433"
368,999,"2.399354,1.385192,-17.242790"
368,1340,"2.381779,1.363532,-7.450048"
368,1143,"2.398349,1.383831,-17.254289"
369,2610,"-2.445254,-0.734684,-7.439751"
369,957,"-2.443656,-0.734721,-17.255337"
369,1939,"-2.445147,-0.734779,-7.439635"
369,3603,"-2.325747,-0.715244,-17.311987"
369,3604,"-2.326149,-0.717289,-7.453425"
369,1938,"-2.444133,-0.736183,-17.298473"
369,958,"-2.443302,-0.736893,-7.397830"
369,2609,"-2.444236,-0.736092,-17.298090"
370,3862,"-1.906145,-0.434970,-17.247497"
370,4071,"-1.863849,-0.420052,-7.395991"
370,1638,"-1.840025,-0.291505,-17.258505"
370,3863,"-1.903630,-0.427632,-7.412865"
370,1639,"-1.838055,-0.276349,-7.442913"
370,1549,"-1.790995,-0.399096,-17.319593"
370,4070,"-1.864438,-0.430251,-17.226969"
370,1550,"-1.790488,-0.401850,-7.514191"
371,1837,"-1.222091,-0.000000,-7.419904"
371,4005,"-1.210731,-0.000000,-7.414969"
371,2471,"-1.209192,-0.000000,-7.412729"
371,2470,"-1.208876,-0.000000,-17.272853"
371,1836,"-1.221346,0.000000,-17.279252"
371,3264,"-1.225161,-0.000000,-7.441792"
371,4004,"-1.210391,-0.000000,-17.274896"
371,3263,"-1.224224,-0.000000,-17.262118"
372,2128,"-0.688760,0.361294,-17.292835"
372,8,"-0.622448,0.260554,-17.264543"
372,3308,"-0.648239,0.391690,-17.267496"
372,621,"-0.562794,0.440639,-17.303339"
372,622,"-0.565450,0.441270,-7.495540"
372,2129,"-0.692103,0.354841,-7.441196"
372,3309,"-0.652179,0.383210,-7.424808"
372,9,"-0.624689,0.246979,-7.457991"
373,1179,"-0.000000,0.736743,-7.438512"
373,379,"-0.000000,0.712397,-7.449675"
373,378,"0.000000,0.709809,-17.310599"
373,672,"0.000000,0.734398,-7.400263"
373,2936,"0.000000,0.738313,-17.297208"
373,1178,"-0.000000,0.738124,-17.297711"
373,2937,"-0.000000,0.736933,-7.438466"
373,671,"0.000000,0.732399,-17.257594"
374,1464,"0.569566,1.021032,-7.487014"
374,2548,"0.558504,1.022195,-7.485469"
374,2547,"0.559902,1.022348,-17.310751"
374,1463,"0.572636,1.021776,-17.321251"
374,1241,"0.653074,1.064588,-17.272172"
374,1953,"0.515728,1.005672,-17.319848"
374,1242,"0.653738,1.063689,-7.488088"
374,1954,"0.517513,1.004964,-7.485587"
375,1871,"1.219408,1.355040,-7.456456"
375,2793,"1.224197,1.355093,-17.249885"
375,448,"1.069419,1.454647,-17.271112"
375,449,"1.072922,1.449149,-7.454655"
375,2794,"1.224893,1.354424,-7.478232"
375,721,"1.222695,1.357065,-17.234616"
375,722,"1.224918,1.353932,-7.463486"
375,1870,"1.218680,1.355708,-17.284331"
376,3294,"1.688925,1.711055,-7.432465"
376,1806,"1.875332,1.679277,-7.411744"
376,1984,"1.734258,1.768815,-7.457243"
376,1805,"1.877536,1.681767,-17.261097"
376,3293,"1.683376,1.714577,-17.269829"
376,1983,"1.728648,1.770262,-17.297484"
376,1570,"1.709363,1.721852,-7.439392"
376,1569,"1.703133,1.725566,-17.275341"
378,3106,"-2.518413,-0.000000,-7.446480"
378,3105,"-2.512560,-0.000000,-17.274452"
378,3044,"-2.375169,0.000000,-7.414626"
378,3043,"-2.376228,0.000000,-17.275198"
378,4023,"-2.374479,-0.000000,-17.277140"
378,289,"-2.345861,-0.000000,-7.438262"
378,4024,"-2.373328,-0.000000,-7.416767"
378,288,"-2.349566,-0.000000,-17.254726"
379,2501,"-1.863849,0.420052,-7.395991"
379,1903,"-1.790488,0.401850,-7.514191"
379,1110,"-1.838055,0.276349,-7.442913"
379,2385,"-1.906145,0.434970,-17.247497"
379,1902,"-1.790995,0.399096,-17.319593"
379,1109,"-1.840025,0.291505,-17.258505"
379,2386,"-1.903630,0.427632,-7.412865"
379,2500,"-1.864438,0.430251,-17.226969"
380,1160,"-1.178534,0.738213,-7.418187"
380,2370,"-1.181097,0.733776,-17.275209"
380,1624,"-1.176108,0.756247,-7.401289"
380,1623,"-1.174222,0.753900,-17.258907"
380,2371,"-1.178884,0.736174,-7.417871"
380,1159,"-1.180748,0.735545,-17.276260"
380,1399,"-1.298809,0.632741,-17.271102"
380,1400,"-1.295696,0.635128,-7.414540"
381,3199,"-0.653074,1.064588,-17.272172"
381,3640,"-0.558504,1.022195,-7.485469"
381,3686,"-0.517513,1.004964,-7.485587"
381,3685,"-0.515728,1.005672,-17.319848"
381,903,"-0.569566,1.021032,-7.487014"
381,902,"-0.572636,1.021776,-17.321251"
381,3200,"-0.653738,1.063689,-7.488088"
381,3639,"-0.559902,1.022348,-17.310751"
382,3917,"0.000000,1.296390,-17.236004"
382,1720,"0.000000,1.406324,-17.209464"
382,1499,"0.000000,1.393784,-17.296895"
382,2028,"0.000000,1.406375,-17.209090"
382,1721,"0.000000,1.399212,-7.438588"
382,2029,"0.000000,1.399653,-7.438348"
382,1500,"0.000000,1.394506,-7.451838"
382,3918,"0.000000,1.290763,-7.472563"
383,2889,"0.604608,1.778098,-17.307291"
383,2231,"0.561069,1.684160,-7.485215"
383,2890,"0.601016,1.775639,-7.474668"
383,1672,"0.561006,1.684183,-7.485035"
383,1671,"0.560237,1.690433,-17.299828"
383,2746,"0.559272,1.687634,-17.268591"
383,2747,"0.560211,1.685573,-7.419062"
383,2230,"0.560301,1.690070,-17.299372"
384,327,"1.220997,2.023430,-17.294077"
384,1705,"1.220844,1.998420,-17.236795"
384,1706,"1.222897,2.009897,-7.465488"
384,328,"1.221312,2.027135,-7.484205"
384,2291,"1.137097,2.121866,-7.432446"
384,2290,"1.136028,2.119133,-17.264660"
384,168,"1.220887,1.997954,-17.237385"
384,169,"1.222817,2.008451,-7.465779"
387,428,"-2.443656,0.734721,-17.255337"
387,429,"-2.443302,0.736893,-7.397830"
387,1369,"-2.325747,0.715244,-17.311987"
387,497,"-2.444236,0.736092,-17.298090"
387,587,"-2.445147,0.734779,-7.439635"
387,1370,"-2.326149,0.717289,-7.453425"
387,586,"-2.444133,0.736183,-17.298473"
387,498,"-2.445254,0.734684,-7.439751"
388,1534,"-1.781654,1.066217,-7.484839"
388,1533,"-1.782114,1.071020,-17.309294"
388,773,"-1.781777,1.066143,-7.485015"
388,826,"-1.784025,1.066671,-17.273755"
388,772,"-1.782979,1.069789,-17.336564"
388,827,"-1.783813,1.066048,-7.487940"
388,2161,"-1.836479,1.039838,-7.487544"
388,2160,"-1.836406,1.042116,-17.348532"
389,2966,"-1.224197,1.355093,-17.249885"
389,3701,"-1.072922,1.449149,-7.454655"
389,2043,"-1.222695,1.357065,-17.234616"
389,2967,"-1.224893,1.354424,-7.478232"
389,793,"-1.219408,1.355040,-7.456456"
389,2044,"-1.224918,1.353932,-7.463486"
389,3700,"-1.069419,1.454647,-17.271112"
389,792,"-1.218680,1.355708,-17.284331"
390,3234,"-0.601016,1.775639,-7.474668"
390,2306,"-0.561006,1.684183,-7.485035"
390,653,"-0.561069,1.684160,-7.485215"
390,2305,"-0.560237,1.690433,-17.299828"
390,1690,"-0.559272,1.687634,-17.268591"
390,652,"-0.560301,1.690070,-17.299372"
390,3233,"-0.604608,1.778098,-17.307291"
390,1691,"-0.560211,1.685573,-7.419062"
391,3538,"0.000000,1.970505,-7.444178"
391,552,"0.000000,1.957712,-17.214702"
391,1885,"0.000000,1.975729,-17.302476"
391,553,"0.000000,1.971316,-7.443712"
391,2436,"-0.000000,2.196145,-7.452810"
391,1886,"-0.000000,1.978343,-7.474566"
391,2435,"-0.000000,2.194278,-17.259262"
391,3537,"0.000000,1.958117,-17.215205"
392,2762,"0.564586,2.441595,-7.456966"
392,2452,"0.561849,2.435730,-7.439864"
392,3571,"0.564910,2.453316,-17.283869"
392,3572,"0.561530,2.454658,-7.451247"
392,3462,"0.658338,2.445256,-17.256756"
392,2451,"0.562193,2.434396,-17.296402"
392,3463,"0.661554,2.442718,-7.438793"
392,2761,"0.566761,2.438870,-17.304392"
396,1653,"-2.398349,1.383831,-17.254289"
396,863,"-2.395805,1.377149,-7.456363"
396,862,"-2.396981,1.377204,-17.292880"
396,1654,"-2.394604,1.379000,-7.459146"
396,3478,"-2.381779,1.363532,-7.450048"
396,1449,"-2.394909,1.378549,-7.448724"
396,1448,"-2.399354,1.385192,-17.242790"
396,3477,"-2.384836,1.373376,-17.218433"
397,2245,"-1.683376,1.714577,-17.269829"
397,2246,"-1.688925,1.711055,-7.432465"
397,1589,"-1.877536,1.681767,-17.261097"
397,3973,"-1.734258,1.768815,-7.457243"
397,3368,"-1.703133,1.725566,-17.275341"
397,3972,"-1.728648,1.770262,-17.297484"
397,3369,"-1.709363,1.721852,-7.439392"
397,1590,"-1.875332,1.679277,-7.411744"
398,108,"-1.220997,2.023430,-17.294077"
398,3556,"-1.136028,2.119133,-17.264660"
398,343,"-1.222817,2.008451,-7.465779"
398,1918,"-1.222897,2.009897,-7.465488"
398,109,"-1.221312,2.027135,-7.484205"
398,3557,"-1.137097,2.121866,-7.432446"
398,342,"-1.220887,1.997954,-17.237385"
398,1917,"-1.220844,1.998420,-17.236795"
399,88,"-0.658338,2.445256,-17.256756"
399,812,"-0.564586,2.441595,-7.456966"
399,686,"-0.562193,2.434396,-17.296402"
399,89,"-0.661554,2.442718,-7.438793"
399,2981,"-0.564910,2.453316,-17.283869"
399,2982,"-0.561530,2.454658,-7.451247"
399,687,"-0.561849,2.435730,-7.439864"
399,811,"-0.566761,2.438870,-17.304392"
400,2812,"0.000000,2.860589,-17.272220"
400,1282,"0.000000,2.875659,-7.484917"
400,3061,"-0.000000,2.874890,-7.484924"
400,2813,"0.000000,2.862042,-7.447137"
400,1281,"0.000000,2.869767,-17.295911"
400,3522,"0.000000,2.677081,-17.302075"
400,3523,"-0.000000,2.670303,-7.518015"
400,3060,"-0.000000,2.868630,-17.296835"
409,3400,"-0.000000,-2.671870,9.779538"
409,3779,"-0.000000,-2.874263,9.810685"
409,704,"-0.000000,-2.861690,9.828508"
409,2714,"0.000000,-2.873406,9.811311"
410,514,"0.562348,-2.454333,9.831955"
410,2581,"0.660776,-2.443332,9.814381"
410,150,"0.561933,-2.435403,9.855874"
410,2953,"0.565113,-2.440934,9.846632"
411,2061,"1.222413,-2.007190,9.770748"
411,3325,"1.136836,-2.121199,9.833902"
411,3184,"1.221238,-2.026258,9.806798"
411,3092,"1.222362,-2.005975,9.770655"
412,1356,"1.732898,-1.769166,9.842858"
412,70,"1.687565,-1.711918,9.844045"
412,3494,"1.707842,-1.722759,9.841089"
412,3152,"1.875879,-1.679894,9.853218"
413,3077,"2.395973,-1.380139,9.792504"
413,2519,"2.396090,-1.377162,9.835572"
413,3122,"2.395496,-1.380151,9.793372"
413,2178,"2.382504,-1.365867,9.767168"
417,1195,"-0.565113,-2.440934,9.846632"
417,130,"-0.660776,-2.443332,9.814381"
417,399,"-0.561933,-2.435403,9.855874"
417,738,"-0.562348,-2.454333,9.831955"
418,2198,"-0.000000,-1.977717,9.827636"
418,2908,"0.000000,-1.968076,9.770728"
418,2731,"-0.000000,-2.195698,9.803328"
418,2534,"0.000000,-1.967555,9.770721"
419,3959,"0.560887,-1.685562,9.814287"
419,1076,"0.601877,-1.776228,9.833113"
419,3622,"0.560824,-1.685666,9.814309"
