Start_X,Start_Y,Start_Z,End_X,End_Y,End_Z
-0.753952,-0.607542,-98.250000,-0.753952,-0.607542,98.250000
-2.106508,-1.752920,-98.250000,-2.106508,-1.752920,98.250000
-2.159622,1.454016,-98.250000,-2.159622,1.454016,98.250000
-2.151493,-0.696183,-98.250000,-2.151493,-0.696183,98.250000
-1.501763,-2.020022,-98.250000,-1.501763,-2.020022,98.250000
-1.265587,-0.298661,-98.250000,-1.265587,-0.298661,98.250000
0.166543,-0.194500,-98.250000,0.166543,-0.194500,98.250000
0.832628,0.642846,-98.250000,0.832628,0.642846,98.250000
0.577283,-2.702501,-98.250000,0.577283,-2.702501,98.250000
-0.678752,-2.727645,-98.250000,-0.678752,-2.727645,98.250000
-0.966176,1.989536,-98.250000,-0.966176,1.989536,98.250000
-0.650134,2.131350,-98.250000,-0.650134,2.131350,98.250000
-1.470018,-0.928854,-98.250000,-1.470018,-0.928854,98.250000
