x,y
0.345864,-1.741835
0.801306,-1.553820
0.786412,-1.559968
0.830776,-1.541654
0.801306,-1.553820
0.834421,-1.540149
0.830776,-1.541654
0.878661,-1.521886
0.834421,-1.540149
0.921049,-1.504388
0.878661,-1.521886
0.924515,-1.502957
0.921049,-1.504388
0.952357,-1.491463
0.924515,-1.502957
0.966278,-1.485716
0.952357,-1.491463
1.439631,-1.290306
0.966278,-1.485716
1.453552,-1.284559
1.439631,-1.290306
1.481394,-1.273066
1.453552,-1.284559
1.484860,-1.271635
1.481394,-1.273066
1.526719,-1.254355
1.484860,-1.271635
1.570236,-1.236390
1.526719,-1.254355
1.573864,-1.234892
1.570236,-1.236390
1.603176,-1.222792
1.573864,-1.234892
1.617974,-1.216683
1.603176,-1.222792
2.061567,-1.033558
1.617974,-1.216683
2.076365,-1.027449
2.061567,-1.033558
2.105677,-1.015349
2.076365,-1.027449
2.109304,-1.013851
2.105677,-1.015349
2.174776,-0.986823
2.109304,-1.013851
2.249631,-0.955922
2.174776,-0.986823
2.253951,-0.954138
2.249631,-0.955922
2.289939,-0.939282
2.253951,-0.954138
2.309093,-0.931374
2.289939,-0.939282
2.644080,-0.793085
2.309093,-0.931374
2.663234,-0.785178
2.644080,-0.793085
2.699222,-0.770321
2.663234,-0.785178
2.703542,-0.768538
2.699222,-0.770321
2.786007,-0.734495
2.703542,-0.768538
-2.087807,-2.638813
-2.735864,-2.906344
-1.659613,-2.462045
-2.087807,-2.638813
-1.519090,-2.404035
-1.659613,-2.462045
-1.439749,-2.371281
-1.519090,-2.404035
-1.368322,-2.341794
-1.439749,-2.371281
-1.364082,-2.340044
-1.368322,-2.341794
-1.328900,-2.325520
-1.364082,-2.340044
-1.310310,-2.317846
-1.328900,-2.325520
-0.964011,-2.174886
-1.310310,-2.317846
-0.945420,-2.167212
-0.964011,-2.174886
-0.910239,-2.152688
-0.945420,-2.167212
-0.905998,-2.150938
-0.910239,-2.152688
-0.820117,-2.115484
-0.905998,-2.150938
-0.746273,-2.085000
-0.820117,-2.115484
-0.638079,-2.040335
-0.746273,-2.085000
-0.630837,-2.037346
-0.638079,-2.040335
-0.548294,-2.003270
-0.630837,-2.037346
-0.452394,-1.963680
-0.548294,-2.003270
-0.369851,-1.929605
-0.452394,-1.963680
-0.362609,-1.926616
-0.369851,-1.929605
-0.293295,-1.898001
-0.362609,-1.926616
-0.209610,-1.863455
-0.293295,-1.898001
-0.199482,-1.859273
-0.209610,-1.863455
-0.017843,-1.784289
-0.199482,-1.859273
-0.007714,-1.780108
-0.017843,-1.784289
0.095497,-1.737500
-0.007714,-1.780108
0.233528,-1.680518
0.095497,-1.737500
0.310041,-1.648932
0.233528,-1.680518
0.314540,-1.647075
0.310041,-1.648932
0.352365,-1.631460
0.314540,-1.647075
0.372853,-1.623002
0.352365,-1.631460
0.683455,-1.494779
0.372853,-1.623002
0.703943,-1.486321
0.683455,-1.494779
0.741768,-1.470706
0.703943,-1.486321
0.746267,-1.468849
0.741768,-1.470706
0.828452,-1.434921
0.746267,-1.468849
0.899191,-1.405719
0.828452,-1.434921
0.902870,-1.404200
0.899191,-1.405719
0.932662,-1.391901
0.902870,-1.404200
0.947752,-1.385672
0.932662,-1.391901
1.382188,-1.206327
0.947752,-1.385672
1.397278,-1.200098
1.382188,-1.206327
1.427070,-1.187799
1.397278,-1.200098
1.430749,-1.186280
1.427070,-1.187799
1.476510,-1.167390
1.430749,-1.186280
1.520030,-1.149424
1.476510,-1.167390
1.523498,-1.147992
1.520030,-1.149424
1.551357,-1.136491
1.523498,-1.147992
1.565287,-1.130740
1.551357,-1.136491
2.038285,-0.935477
1.565287,-1.130740
2.052216,-0.929726
2.038285,-0.935477
2.080074,-0.918226
2.052216,-0.929726
2.083542,-0.916794
2.080074,-0.918226
2.124567,-0.899858
2.083542,-0.916794
2.166909,-0.882378
2.124567,-0.899858
2.170508,-0.880893
2.166909,-0.882378
2.199551,-0.868903
2.170508,-0.880893
2.214187,-0.862861
2.199551,-0.868903
2.663017,-0.677575
2.214187,-0.862861
2.677653,-0.671533
2.663017,-0.677575
2.706697,-0.659543
2.677653,-0.671533
2.710295,-0.658058
2.706697,-0.659543
2.772625,-0.632327
