x,y,z
-2.460774,-0.296501,-83.250000
-2.361236,-0.251837,43.250000
-2.404163,-0.271099,43.250000
-2.250213,-0.202018,43.250000
-2.361236,-0.251837,43.250000
-2.207285,-0.182756,-83.250000
-2.250213,-0.202018,-83.250000
-2.150675,-0.157354,-83.250000
-2.207285,-0.182756,-83.250000
-2.144688,-0.154668,-83.250000
-2.150675,-0.157354,-83.250000
-2.078422,-0.124933,-93.250000
-2.144688,-0.154668,-93.250000
-1.800000,0.000000,-93.250000
-2.078422,-0.124933,-93.250000
-1.536864,0.118074,-93.250000
-1.800000,0.000000,-93.250000
-1.470541,0.147834,-83.250000
-1.536864,0.118074,-83.250000
-1.464770,0.150424,-83.250000
-1.470541,0.147834,-83.250000
-1.411371,0.174385,-83.250000
-1.464770,0.150424,-83.250000
-1.374298,0.191020,43.250000
-1.411371,0.174385,43.250000
-1.233109,0.254374,43.250000
-1.374298,0.191020,43.250000
-1.196036,0.271010,-83.250000
-1.233109,0.254374,-83.250000
-1.142637,0.294971,-83.250000
-1.196036,0.271010,-83.250000
-1.136866,0.297560,-83.250000
-1.142637,0.294971,-83.250000
-1.025571,0.347500,-93.250000
-1.136866,0.297560,-93.250000
-0.995305,0.361081,-93.250000
-1.025571,0.347500,-93.250000
-0.901776,0.403049,-83.250000
-0.995305,0.361081,-83.250000
-0.897604,0.404921,-83.250000
-0.901776,0.403049,-83.250000
-0.863011,0.420444,-83.250000
-0.897604,0.404921,-83.250000
-0.844753,0.428636,43.250000
-0.863011,0.420444,43.250000
-0.501042,0.582866,43.250000
-0.844753,0.428636,43.250000
-0.482785,0.591058,-83.250000
-0.501042,0.582866,-83.250000
-0.448191,0.606581,-83.250000
-0.482785,0.591058,-83.250000
-0.444019,0.608453,-83.250000
-0.448191,0.606581,-83.250000
-0.370370,0.641500,-93.250000
-0.444019,0.608453,-93.250000
-0.304064,0.671253,-83.250000
-0.370370,0.641500,-83.250000
-0.300427,0.672885,-83.250000
-0.304064,0.671253,-83.250000
-0.270974,0.686101,-83.250000
-0.300427,0.672885,-83.250000
-0.256051,0.692798,43.250000
-0.270974,0.686101,43.250000
0.171867,0.884812,43.250000
-0.256051,0.692798,43.250000
0.186790,0.891508,-83.250000
0.171867,0.884812,-83.250000
0.216243,0.904725,-83.250000
0.186790,0.891508,-83.250000
0.219880,0.906357,-83.250000
0.216243,0.904725,-83.250000
0.267019,0.927509,-93.250000
0.219880,0.906357,-93.250000
0.312007,0.947695,-83.250000
0.267019,0.927509,-83.250000
0.315447,0.949239,-83.250000
0.312007,0.947695,-83.250000
0.343104,0.961649,-83.250000
0.315447,0.949239,-83.250000
0.356947,0.967861,43.250000
0.343104,0.961649,43.250000
0.820480,1.175857,43.250000
0.356947,0.967861,43.250000
0.834324,1.182068,-83.250000
0.820480,1.175857,-83.250000
0.861980,1.194478,-83.250000
0.834324,1.182068,-83.250000
0.865421,1.196022,-83.250000
0.861980,1.194478,-83.250000
0.904409,1.213517,-93.250000
0.865421,1.196022,-93.250000
0.943480,1.231049,-83.250000
0.904409,1.213517,-83.250000
0.946930,1.232597,-83.250000
0.943480,1.231049,-83.250000
0.974662,1.245041,-83.250000
0.946930,1.232597,-83.250000
0.988551,1.251273,43.250000
0.974662,1.245041,43.250000
1.450488,1.458552,43.250000
0.988551,1.251273,43.250000
1.464377,1.464785,-83.250000
1.450488,1.458552,-83.250000
1.492110,1.477229,-83.250000
1.464377,1.464785,-83.250000
1.495559,1.478776,-83.250000
1.492110,1.477229,-83.250000
1.541799,1.499525,-93.250000
1.495559,1.478776,-93.250000
1.590476,1.521367,-83.250000
1.541799,1.499525,-83.250000
1.594143,1.523013,-83.250000
1.590476,1.521367,-83.250000
1.623876,1.536355,-83.250000
1.594143,1.523013,-83.250000
1.638971,1.543128,43.250000
1.623876,1.536355,43.250000
2.061680,1.732805,43.250000
1.638971,1.543128,43.250000
2.076775,1.739579,-83.250000
2.061680,1.732805,-83.250000
2.106508,1.752920,-83.250000
2.076775,1.739579,-83.250000
2.110175,1.754566,-83.250000
2.106508,1.752920,-83.250000
2.179189,1.785534,-93.250000
2.110175,1.754566,-93.250000
-2.675549,0.145587,-83.250000
-2.741959,0.115788,-83.250000
-2.669845,0.148147,-83.250000
-2.675549,0.145587,-83.250000
-2.617383,0.171687,-83.250000
-2.669845,0.148147,-83.250000
-2.581744,0.187679,43.250000
-2.617383,0.171687,43.250000
-2.431948,0.254895,43.250000
-2.581744,0.187679,43.250000
-2.396309,0.270887,-83.250000
-2.431948,0.254895,-83.250000
-2.343848,0.294427,-83.250000
-2.396309,0.270887,-83.250000
-2.338143,0.296987,-83.250000
-2.343848,0.294427,-83.250000
-2.225571,0.347500,-93.250000
-2.338143,0.296987,-93.250000
-2.200400,0.358795,-93.250000
-2.225571,0.347500,-93.250000
-2.105887,0.401204,-83.250000
-2.200400,0.358795,-83.250000
-2.101733,0.403068,-83.250000
-2.105887,0.401204,-83.250000
-2.067318,0.418511,-83.250000
-2.101733,0.403068,-83.250000
-2.049183,0.426648,43.250000
-2.067318,0.418511,43.250000
-1.702897,0.582033,43.250000
-2.049183,0.426648,43.250000
-1.684762,0.590171,-83.250000
-1.702897,0.582033,-83.250000
-1.650347,0.605613,-83.250000
-1.684762,0.590171,-83.250000
-1.646193,0.607477,-83.250000
-1.650347,0.605613,-83.250000
-1.573369,0.640155,-93.250000
-1.646193,0.607477,-93.250000
-1.507707,0.669619,-83.250000
-1.573369,0.640155,-83.250000
-1.504077,0.671247,-83.250000
-1.507707,0.669619,-83.250000
-1.474689,0.684434,-83.250000
-1.504077,0.671247,-83.250000
-1.459806,0.691113,43.250000
-1.474689,0.684434,43.250000
-1.030663,0.883677,43.250000
-1.459806,0.691113,43.250000
-1.015780,0.890355,-83.250000
-1.030663,0.883677,-83.250000
-0.986392,0.903542,-83.250000
-1.015780,0.890355,-83.250000
-0.982762,0.905171,-83.250000
-0.986392,0.903542,-83.250000
-0.935979,0.926163,-93.250000
-0.982762,0.905171,-93.250000
-0.891282,0.946220,-83.250000
-0.935979,0.926163,-83.250000
-0.887843,0.947763,-83.250000
-0.891282,0.946220,-83.250000
-0.860203,0.960165,-83.250000
-0.887843,0.947763,-83.250000
-0.846369,0.966373,43.250000
-0.860203,0.960165,43.250000
-0.382488,1.174525,43.250000
-0.846369,0.966373,43.250000
-0.368654,1.180732,-83.250000
-0.382488,1.174525,-83.250000
-0.341015,1.193135,-83.250000
-0.368654,1.180732,-83.250000
-0.337576,1.194678,-83.250000
-0.341015,1.193135,-83.250000
-0.298589,1.212172,-93.250000
-0.337576,1.194678,-93.250000
-0.259479,1.229721,-83.250000
-0.298589,1.212172,-83.250000
-0.256028,1.231270,-83.250000
-0.259479,1.229721,-83.250000
-0.228274,1.243723,-83.250000
-0.256028,1.231270,-83.250000
-0.214373,1.249961,43.250000
-0.228274,1.243723,43.250000
0.247127,1.457044,43.250000
-0.214373,1.249961,43.250000
0.261028,1.463282,-83.250000
0.247127,1.457044,-83.250000
0.288782,1.475735,-83.250000
0.261028,1.463282,-83.250000
0.292233,1.477284,-83.250000
0.288782,1.475735,-83.250000
0.338801,1.498180,-93.250000
0.292233,1.477284,-93.250000
0.387878,1.520202,-83.250000
0.338801,1.498180,-83.250000
0.391553,1.521851,-83.250000
0.387878,1.520202,-83.250000
0.421358,1.535225,-83.250000
0.391553,1.521851,-83.250000
0.436498,1.542018,43.250000
0.421358,1.535225,43.250000
0.857868,1.731094,43.250000
0.436498,1.542018,43.250000
0.873007,1.737888,-83.250000
0.857868,1.731094,-83.250000
0.902813,1.751262,-83.250000
0.873007,1.737888,-83.250000
0.906488,1.752911,-83.250000
0.902813,1.751262,-83.250000
0.976191,1.784188,-93.250000
0.906488,1.752911,-93.250000
1.054214,1.819199,-83.250000
0.976191,1.784188,-83.250000
1.058483,1.821114,-83.250000
1.054214,1.819199,-83.250000
1.094052,1.837075,-83.250000
1.058483,1.821114,-83.250000
1.112992,1.845573,43.250000
1.094052,1.837075,43.250000
1.442985,1.993647,43.250000
1.112992,1.845573,43.250000
1.461925,2.002146,-83.250000
1.442985,1.993647,-83.250000
1.497494,2.018106,-83.250000
1.461925,2.002146,-83.250000
1.501763,2.020022,-83.250000
1.497494,2.018106,-83.250000
1.590510,2.059844,-93.250000
1.501763,2.020022,-93.250000
1.646571,2.085000,-93.250000
1.590510,2.059844,-93.250000
-2.711342,0.667988,-83.250000
-2.776367,0.638809,-83.250000
-2.707719,0.669613,-83.250000
-2.711342,0.667988,-83.250000
-2.678395,0.682772,-83.250000
-2.707719,0.669613,-83.250000
-2.663550,0.689433,43.250000
-2.678395,0.682772,43.250000
-2.233204,0.882537,43.250000
-2.663550,0.689433,43.250000
-2.218359,0.889198,-83.250000
-2.233204,0.882537,-83.250000
-2.189035,0.902356,-83.250000
-2.218359,0.889198,-83.250000
-2.185412,0.903982,-83.250000
-2.189035,0.902356,-83.250000
-2.138978,0.924818,-93.250000
-2.185412,0.903982,-93.250000
-2.094563,0.944747,-83.250000
-2.138978,0.924818,-83.250000
-2.091126,0.946290,-83.250000
-2.094563,0.944747,-83.250000
-2.063502,0.958685,-83.250000
-2.091126,0.946290,-83.250000
-2.049678,0.964888,43.250000
-2.063502,0.958685,43.250000
-1.585465,1.173189,43.250000
-2.049678,0.964888,43.250000
-1.571640,1.179392,-83.250000
-1.585465,1.173189,-83.250000
-1.544017,1.191787,-83.250000
-1.571640,1.179392,-83.250000
-1.540579,1.193330,-83.250000
-1.544017,1.191787,-83.250000
-1.501588,1.210826,-93.250000
-1.540579,1.193330,-93.250000
-1.462432,1.228396,-83.250000
-1.501588,1.210826,-83.250000
-1.458978,1.229946,-83.250000
-1.462432,1.228396,-83.250000
-1.431202,1.242409,-83.250000
-1.458978,1.229946,-83.250000
-1.417288,1.248653,43.250000
-1.431202,1.242409,43.250000
-0.956243,1.455532,43.250000
-1.417288,1.248653,43.250000
-0.942329,1.461776,-83.250000
-0.956243,1.455532,-83.250000
-0.914553,1.474239,-83.250000
-0.942329,1.461776,-83.250000
-0.911099,1.475789,-83.250000
-0.914553,1.474239,-83.250000
-0.864198,1.496834,-93.250000
-0.911099,1.475789,-93.250000
-0.814712,1.519040,-83.250000
-0.864198,1.496834,-83.250000
-0.811029,1.520692,-83.250000
-0.814712,1.519040,-83.250000
-0.781149,1.534100,-83.250000
-0.811029,1.520692,-83.250000
-0.765963,1.540914,43.250000
-0.781149,1.534100,43.250000
-0.345956,1.729379,43.250000
-0.765963,1.540914,43.250000
-0.330771,1.736193,-83.250000
-0.345956,1.729379,-83.250000
-0.300891,1.749600,-83.250000
-0.330771,1.736193,-83.250000
-0.297208,1.751253,-83.250000
-0.300891,1.749600,-83.250000
-0.226808,1.782843,-93.250000
-0.297208,1.751253,-93.250000
-0.147879,1.818259,-83.250000
-0.226808,1.782843,-83.250000
-0.143590,1.820184,-83.250000
-0.147879,1.818259,-83.250000
-0.107812,1.836238,-83.250000
-0.143590,1.820184,-83.250000
-0.088725,1.844803,43.250000
-0.107812,1.836238,43.250000
0.238417,1.991597,43.250000
-0.088725,1.844803,43.250000
0.257505,2.000162,-83.250000
0.238417,1.991597,-83.250000
0.293282,2.016216,-83.250000
0.257505,2.000162,-83.250000
0.297571,2.018141,-83.250000
0.293282,2.016216,-83.250000
0.385415,2.057558,-93.250000
0.297571,2.018141,-93.250000
0.446571,2.085000,-93.250000
0.385415,2.057558,-93.250000
0.550881,2.131805,-83.250000
0.446571,2.085000,-83.250000
0.557120,2.134605,-83.250000
0.550881,2.131805,-83.250000
0.617836,2.161849,-83.250000
0.557120,2.134605,-83.250000
0.672441,2.186352,43.250000
0.617836,2.161849,43.250000
0.738862,2.216156,43.250000
0.672441,2.186352,43.250000
0.793468,2.240659,-83.250000
0.738862,2.216156,-83.250000
0.854184,2.267903,-83.250000
0.793468,2.240659,-83.250000
0.860423,2.270703,-83.250000
0.854184,2.267903,-83.250000
0.926973,2.300565,-93.250000
0.860423,2.270703,-93.250000
1.221000,2.432500,-93.250000
0.926973,2.300565,-93.250000
-2.665377,1.227075,-83.250000
-2.704586,1.209481,-83.250000
-2.661920,1.228626,-83.250000
-2.665377,1.227075,-83.250000
-2.634122,1.241099,-83.250000
-2.661920,1.228626,-83.250000
-2.620194,1.247349,43.250000
-2.634122,1.241099,43.250000
-2.159622,1.454016,43.250000
-2.620194,1.247349,43.250000
-2.145694,1.460265,-83.250000
-2.159622,1.454016,-83.250000
-2.117896,1.472739,-83.250000
-2.145694,1.460265,-83.250000
-2.114440,1.474290,-83.250000
-2.117896,1.472739,-83.250000
-2.067196,1.495489,-93.250000
-2.114440,1.474290,-93.250000
-2.017292,1.517882,-83.250000
-2.067196,1.495489,-83.250000
-2.013601,1.519538,-83.250000
-2.017292,1.517882,-83.250000
-1.983645,1.532980,-83.250000
-2.013601,1.519538,-83.250000
-1.968412,1.539815,43.250000
-1.983645,1.532980,43.250000
-1.549792,1.727657,43.250000
-1.968412,1.539815,43.250000
-1.534560,1.734492,-83.250000
-1.549792,1.727657,-83.250000
-1.504604,1.747934,-83.250000
-1.534560,1.734492,-83.250000
-1.500913,1.749590,-83.250000
-1.504604,1.747934,-83.250000
-1.429806,1.781497,-93.250000
-1.500913,1.749590,-93.250000
-1.349959,1.817326,-83.250000
-1.429806,1.781497,-83.250000
-1.345648,1.819260,-83.250000
-1.349959,1.817326,-83.250000
-1.309657,1.835410,-83.250000
-1.345648,1.819260,-83.250000
-1.290417,1.844044,43.250000
-1.309657,1.835410,43.250000
-0.966176,1.989536,43.250000
-1.290417,1.844044,43.250000
-0.946936,1.998170,-83.250000
-0.966176,1.989536,-83.250000
-0.910945,2.014320,-83.250000
-0.946936,1.998170,-83.250000
-0.906634,2.016254,-83.250000
-0.910945,2.014320,-83.250000
-0.819681,2.055272,-93.250000
-0.906634,2.016254,-93.250000
-0.753429,2.085000,-93.250000
-0.819681,2.055272,-93.250000
-0.650134,2.131350,-83.250000
-0.753429,2.085000,-83.250000
-0.643804,2.134191,-83.250000
-0.650134,2.131350,-83.250000
-0.581499,2.162148,-83.250000
-0.643804,2.134191,-83.250000
-0.518675,2.190338,43.250000
-0.581499,2.162148,43.250000
-0.476306,2.209350,43.250000
-0.518675,2.190338,43.250000
-0.413482,2.237540,-83.250000
-0.476306,2.209350,-83.250000
-0.351177,2.265497,-83.250000
-0.413482,2.237540,-83.250000
-0.344848,2.268338,-83.250000
-0.351177,2.265497,-83.250000
-0.278122,2.298279,-93.250000
-0.344848,2.268338,-93.250000
0.021000,2.432500,-93.250000
-0.278122,2.298279,-93.250000
0.263437,2.541286,-93.250000
0.021000,2.432500,-93.250000
0.330308,2.571292,-83.250000
0.263437,2.541286,-83.250000
0.335826,2.573768,-83.250000
0.330308,2.571292,-83.250000
0.385740,2.596166,-83.250000
0.335826,2.573768,-83.250000
0.417914,2.610603,43.250000
0.385740,2.596166,43.250000
0.591146,2.688335,43.250000
0.417914,2.610603,43.250000
0.623320,2.702772,-83.250000
0.591146,2.688335,-83.250000
0.673234,2.725169,-83.250000
0.623320,2.702772,-83.250000
0.678752,2.727645,-83.250000
0.673234,2.725169,-83.250000
0.795429,2.780000,-93.250000
0.678752,2.727645,-93.250000
-1.953429,2.085000,-93.250000
-2.024776,2.052985,-93.250000
-1.179000,2.432500,-93.250000
-1.483217,2.295992,-93.250000
-0.874577,2.569100,-83.250000
-0.941659,2.538999,-83.250000
-0.869115,2.571551,-83.250000
-0.874577,2.569100,-83.250000
-0.819942,2.593616,-83.250000
-0.869115,2.571551,-83.250000
-0.788680,2.607643,43.250000
-0.819942,2.593616,43.250000
-0.608545,2.688473,43.250000
-0.788680,2.607643,43.250000
-0.577283,2.702501,-83.250000
-0.608545,2.688473,-83.250000
-0.528110,2.724566,-83.250000
-0.577283,2.702501,-83.250000
-0.522649,2.727017,-83.250000
-0.528110,2.724566,-83.250000
-0.404571,2.780000,-93.250000
-0.522649,2.727017,-93.250000
-0.301460,2.826268,-83.250000
-0.400100,2.782006,-83.250000
-0.297375,2.828101,-83.250000
-0.301460,2.826268,-83.250000
-0.263642,2.843238,-83.250000
-0.297375,2.828101,-83.250000
-0.245972,2.851167,43.250000
-0.263642,2.843238,43.250000
0.110358,3.011058,43.250000
-0.245972,2.851167,43.250000
0.128028,3.018987,-83.250000
0.110358,3.011058,-83.250000
0.161761,3.034124,-83.250000
0.128028,3.018987,-83.250000
0.165846,3.035957,-83.250000
0.161761,3.034124,-83.250000
0.235450,3.067189,-83.250000
0.165846,3.035957,-83.250000
2.535667,-1.666776,-83.250000
2.505357,-1.737500,-83.250000
2.537894,-1.661581,-83.250000
2.535667,-1.666776,-83.250000
2.557473,-1.615897,-83.250000
2.537894,-1.661581,-83.250000
2.569166,-1.588613,43.250000
2.557473,-1.615897,43.250000
2.662833,-1.370057,43.250000
2.569166,-1.588613,43.250000
2.674526,-1.342773,-83.250000
2.662833,-1.370057,-83.250000
2.694105,-1.297089,-83.250000
2.674526,-1.342773,-83.250000
2.696331,-1.291894,-83.250000
2.694105,-1.297089,-83.250000
2.720120,-1.236386,-93.250000
2.696331,-1.291894,-93.250000
1.878421,-2.033684,-83.250000
1.856429,-2.085000,-83.250000
1.880277,-2.029353,-83.250000
1.878421,-2.033684,-83.250000
1.895767,-1.993209,-83.250000
1.880277,-2.029353,-83.250000
1.904039,-1.973908,43.250000
1.895767,-1.993209,43.250000
2.044701,-1.645698,43.250000
1.904039,-1.973908,43.250000
2.052973,-1.626397,-83.250000
2.044701,-1.645698,-83.250000
2.068463,-1.590253,-83.250000
2.052973,-1.626397,-83.250000
2.070319,-1.585922,-83.250000
2.068463,-1.590253,-83.250000
2.091233,-1.537122,-93.250000
2.070319,-1.585922,-93.250000
2.115963,-1.479419,-83.250000
2.091233,-1.537122,-83.250000
2.118270,-1.474037,-83.250000
2.115963,-1.479419,-83.250000
2.138837,-1.426046,-83.250000
2.118270,-1.474037,-83.250000
2.151569,-1.396339,43.250000
2.138837,-1.426046,43.250000
2.235602,-1.200262,43.250000
2.151569,-1.396339,43.250000
2.248333,-1.170555,-83.250000
2.235602,-1.200262,-83.250000
2.268901,-1.122564,-83.250000
2.248333,-1.170555,-83.250000
2.271208,-1.117182,-83.250000
2.268901,-1.122564,-83.250000
2.303214,-1.042500,-93.250000
2.271208,-1.117182,-93.250000
2.326172,-0.988933,-83.250000
2.303214,-1.042500,-83.250000
2.327663,-0.985454,-83.250000
2.326172,-0.988933,-83.250000
2.339651,-0.957480,-83.250000
2.327663,-0.985454,-83.250000
2.345657,-0.943467,43.250000
2.339651,-0.957480,43.250000
2.544790,-0.478824,43.250000
2.345657,-0.943467,43.250000
2.550795,-0.464811,-83.250000
2.544790,-0.478824,-83.250000
2.562784,-0.436837,-83.250000
2.550795,-0.464811,-83.250000
2.564275,-0.433358,-83.250000
2.562784,-0.436837,-83.250000
2.601071,-0.347500,-93.250000
2.564275,-0.433358,-93.250000
2.775056,0.058463,-93.250000
2.601071,-0.347500,-93.250000
1.226068,-2.389174,-83.250000
1.207500,-2.432500,-83.250000
1.227735,-2.385286,-83.250000
1.226068,-2.389174,-83.250000
1.241356,-2.353503,-83.250000
1.227735,-2.385286,-83.250000
1.248365,-2.337148,43.250000
1.241356,-2.353503,43.250000
1.417117,-1.943394,43.250000
1.248365,-2.337148,43.250000
1.424126,-1.927039,-83.250000
1.417117,-1.943394,-83.250000
1.437747,-1.895256,-83.250000
1.424126,-1.927039,-83.250000
1.439414,-1.891368,-83.250000
1.437747,-1.895256,-83.250000
1.462346,-1.837858,-93.250000
1.439414,-1.891368,-93.250000
1.500854,-1.748007,-83.250000
1.462346,-1.837858,-83.250000
1.504431,-1.739662,-83.250000
1.500854,-1.748007,-83.250000
1.599482,-1.517876,-83.250000
1.504431,-1.739662,-83.250000
1.603059,-1.509530,-83.250000
1.599482,-1.517876,-83.250000
1.654286,-1.390000,-93.250000
1.603059,-1.509530,-93.250000
1.683456,-1.321936,-83.250000
1.654286,-1.390000,-83.250000
1.684933,-1.318489,-83.250000
1.683456,-1.321936,-83.250000
1.696799,-1.290803,-83.250000
1.684933,-1.318489,-83.250000
1.702731,-1.276961,43.250000
1.696799,-1.290803,43.250000
1.904457,-0.806266,43.250000
1.702731,-1.276961,43.250000
1.910390,-0.792423,-83.250000
1.904457,-0.806266,-83.250000
1.922255,-0.764738,-83.250000
1.910390,-0.792423,-83.250000
1.923732,-0.761291,-83.250000
1.922255,-0.764738,-83.250000
1.952143,-0.695000,-93.250000
1.923732,-0.761291,-93.250000
2.000516,-0.582130,-83.250000
1.952143,-0.695000,-83.250000
2.003840,-0.574373,-83.250000
2.000516,-0.582130,-83.250000
2.106624,-0.334544,-83.250000
2.003840,-0.574373,-83.250000
2.109949,-0.326786,-83.250000
2.106624,-0.334544,-83.250000
2.146169,-0.242273,-93.250000
2.109949,-0.326786,-93.250000
2.168712,-0.189671,-83.250000
2.146169,-0.242273,-83.250000
2.170394,-0.185748,-83.250000
2.168712,-0.189671,-83.250000
2.184159,-0.153630,-83.250000
2.170394,-0.185748,-83.250000
2.191260,-0.137059,43.250000
2.184159,-0.153630,43.250000
2.357635,0.251148,43.250000
2.191260,-0.137059,43.250000
2.364736,0.267718,-83.250000
2.357635,0.251148,-83.250000
2.378501,0.299836,-83.250000
2.364736,0.267718,-83.250000
2.380183,0.303760,-83.250000
2.378501,0.299836,-83.250000
2.398929,0.347500,-93.250000
2.380183,0.303760,-93.250000
2.417213,0.390163,-83.250000
2.398929,0.347500,-83.250000
2.418845,0.393972,-83.250000
2.417213,0.390163,-83.250000
2.432142,0.424998,-83.250000
2.418845,0.393972,-83.250000
2.438945,0.440872,43.250000
2.432142,0.424998,43.250000
2.613226,0.847527,43.250000
2.438945,0.440872,43.250000
2.620029,0.863401,-83.250000
2.613226,0.847527,-83.250000
2.633326,0.894427,-83.250000
2.620029,0.863401,-83.250000
2.634958,0.898236,-83.250000
2.633326,0.894427,-83.250000
2.659035,0.954416,-93.250000
2.634958,0.898236,-93.250000
0.577218,-2.736491,-83.250000
0.558571,-2.780000,-83.250000
0.578778,-2.732852,-83.250000
0.577218,-2.736491,-83.250000
0.591393,-2.703417,-83.250000
0.578778,-2.732852,-83.250000
0.597774,-2.688527,43.250000
0.591393,-2.703417,43.250000
0.784450,-2.252951,43.250000
0.597774,-2.688527,43.250000
0.790831,-2.238061,-83.250000
0.784450,-2.252951,-83.250000
0.803446,-2.208626,-83.250000
0.790831,-2.238061,-83.250000
0.805005,-2.204987,-83.250000
0.803446,-2.208626,-83.250000
0.833460,-2.138594,-93.250000
0.805005,-2.204987,-93.250000
1.005357,-1.737500,-93.250000
0.833460,-2.138594,-93.250000
1.043167,-1.649276,-83.250000
1.005357,-1.737500,-83.250000
1.044662,-1.645790,-83.250000
1.043167,-1.649276,-83.250000
1.056680,-1.617747,-83.250000
1.044662,-1.645790,-83.250000
1.062703,-1.603694,43.250000
1.056680,-1.617747,43.250000
1.261228,-1.140469,43.250000
1.062703,-1.603694,43.250000
1.267251,-1.126415,-83.250000
1.261228,-1.140469,-83.250000
1.279269,-1.098373,-83.250000
1.267251,-1.126415,-83.250000
1.280763,-1.094887,-83.250000
1.279269,-1.098373,-83.250000
1.303214,-1.042500,-93.250000
1.280763,-1.094887,-93.250000
1.333933,-0.970822,-83.250000
1.303214,-1.042500,-83.250000
1.336179,-0.965582,-83.250000
1.333933,-0.970822,-83.250000
1.355989,-0.919359,-83.250000
1.336179,-0.965582,-83.250000
1.367915,-0.891532,43.250000
1.355989,-0.919359,43.250000
1.459291,-0.678320,43.250000
1.367915,-0.891532,43.250000
1.471217,-0.650493,-83.250000
1.459291,-0.678320,-83.250000
1.491027,-0.604270,-83.250000
1.471217,-0.650493,-83.250000
1.493273,-0.599030,-83.250000
1.491027,-0.604270,-83.250000
1.517282,-0.543009,-93.250000
1.493273,-0.599030,-93.250000
1.538232,-0.494126,-83.250000
1.517282,-0.543009,-83.250000
1.540115,-0.489732,-83.250000
1.538232,-0.494126,-83.250000
1.555885,-0.452936,-83.250000
1.540115,-0.489732,-83.250000
1.564358,-0.433165,43.250000
1.555885,-0.452936,43.250000
1.701279,-0.113682,43.250000
1.564358,-0.433165,43.250000
1.709752,-0.093911,-83.250000
1.701279,-0.113682,-83.250000
1.725522,-0.057116,-83.250000
1.709752,-0.093911,-83.250000
1.727405,-0.052721,-83.250000
1.725522,-0.057116,-83.250000
1.750000,0.000000,-93.250000
1.727405,-0.052721,-93.250000
1.769158,0.044703,-83.250000
1.750000,0.000000,-83.250000
1.770698,0.048296,-83.250000
1.769158,0.044703,-83.250000
1.783136,0.077317,-83.250000
1.770698,0.048296,-83.250000
1.789410,0.091956,43.250000
1.783136,0.077317,43.250000
1.979503,0.535506,43.250000
1.789410,0.091956,43.250000
1.985777,0.550145,-83.250000
1.979503,0.535506,-83.250000
1.998214,0.579167,-83.250000
1.985777,0.550145,-83.250000
1.999754,0.582760,-83.250000
1.998214,0.579167,-83.250000
2.030148,0.653680,-93.250000
1.999754,0.582760,-93.250000
2.167589,0.974374,-93.250000
2.030148,0.653680,-93.250000
2.201104,1.052576,-93.250000
2.167589,0.974374,-93.250000
2.237273,1.136970,-83.250000
2.201104,1.052576,-83.250000
2.238777,1.140479,-83.250000
2.237273,1.136970,-83.250000
2.250883,1.168728,-83.250000
2.238777,1.140479,-83.250000
2.256959,1.182904,43.250000
2.250883,1.168728,43.250000
2.453660,1.641874,43.250000
2.256959,1.182904,43.250000
2.459736,1.656050,-83.250000
2.453660,1.641874,-83.250000
2.471843,1.684299,-83.250000
2.459736,1.656050,-83.250000
2.473346,1.687808,-83.250000
2.471843,1.684299,-83.250000
2.494643,1.737500,-93.250000
2.473346,1.687808,-93.250000
-0.068772,-3.077135,-83.250000
-0.090357,-3.127500,-83.250000
-0.067271,-3.073633,-83.250000
-0.068772,-3.077135,-83.250000
-0.055190,-3.045443,-83.250000
-0.067271,-3.073633,-83.250000
-0.049130,-3.031303,43.250000
-0.055190,-3.045443,43.250000
0.148095,-2.571111,43.250000
-0.049130,-3.031303,43.250000
0.154155,-2.556971,-83.250000
0.148095,-2.571111,-83.250000
0.166237,-2.528781,-83.250000
0.154155,-2.556971,-83.250000
0.167738,-2.525279,-83.250000
0.166237,-2.528781,-83.250000
0.204573,-2.439330,-93.250000
0.167738,-2.525279,-93.250000
0.227292,-2.386319,-93.250000
0.204573,-2.439330,-93.250000
0.375528,-2.040434,-93.250000
0.227292,-2.386319,-93.250000
0.405391,-1.970755,-83.250000
0.375528,-2.040434,-83.250000
0.406936,-1.967150,-83.250000
0.405391,-1.970755,-83.250000
0.419417,-1.938026,-83.250000
0.406936,-1.967150,-83.250000
0.425718,-1.923325,43.250000
0.419417,-1.938026,43.250000
0.614954,-1.481774,43.250000
0.425718,-1.923325,43.250000
0.621255,-1.467073,-83.250000
0.614954,-1.481774,-83.250000
0.633736,-1.437948,-83.250000
0.621255,-1.467073,-83.250000
0.635281,-1.434344,-83.250000
0.633736,-1.437948,-83.250000
0.654286,-1.390000,-93.250000
0.635281,-1.434344,-93.250000
0.676473,-1.338229,-83.250000
0.654286,-1.390000,-83.250000
0.678338,-1.333878,-83.250000
0.676473,-1.338229,-83.250000
0.693919,-1.297522,-83.250000
0.678338,-1.333878,-83.250000
0.702256,-1.278069,43.250000
0.693919,-1.297522,43.250000
0.841692,-0.952719,43.250000
0.702256,-1.278069,43.250000
0.850029,-0.933266,-83.250000
0.841692,-0.952719,-83.250000
0.865610,-0.896911,-83.250000
0.850029,-0.933266,-83.250000
0.867475,-0.892559,-83.250000
0.865610,-0.896911,-83.250000
0.888395,-0.843745,-93.250000
0.867475,-0.892559,-93.250000
0.912874,-0.786627,-83.250000
0.888395,-0.843745,-83.250000
0.915160,-0.781294,-83.250000
