x,y,z
-2.149894,-1.233927,-83.250000
-2.107408,-1.214863,-93.250000
-2.146447,-1.232380,-93.250000
-2.068410,-1.197364,-83.250000
-2.107408,-1.214863,-83.250000
-2.064968,-1.195819,-83.250000
-2.068410,-1.197364,-83.250000
-2.037294,-1.183401,-83.250000
-2.064968,-1.195819,-83.250000
-2.023440,-1.177185,43.250000
-2.037294,-1.183401,43.250000
-1.560273,-0.969353,43.250000
-2.023440,-1.177185,43.250000
-1.546419,-0.963137,-83.250000
-1.560273,-0.969353,-83.250000
-1.518745,-0.950719,-83.250000
-1.546419,-0.963137,-83.250000
-1.515303,-0.949174,-83.250000
-1.518745,-0.950719,-83.250000
-1.470018,-0.928854,-93.250000
-1.515303,-0.949174,-93.250000
-1.422514,-0.907538,-83.250000
-1.470018,-0.928854,-83.250000
-1.418869,-0.905903,-83.250000
-1.422514,-0.907538,-83.250000
-1.389350,-0.892657,-83.250000
-1.418869,-0.905903,-83.250000
-1.374385,-0.885942,43.250000
-1.389350,-0.892657,43.250000
-0.947716,-0.694488,43.250000
-1.374385,-0.885942,43.250000
-0.932752,-0.687773,-83.250000
-0.947716,-0.694488,-83.250000
-0.903232,-0.674527,-83.250000
-0.932752,-0.687773,-83.250000
-0.899588,-0.672892,-83.250000
-0.903232,-0.674527,-83.250000
-0.832628,-0.642846,-93.250000
-0.899588,-0.672892,-93.250000
-0.758142,-0.609423,-83.250000
-0.832628,-0.642846,-83.250000
-0.753952,-0.607542,-83.250000
-0.758142,-0.609423,-83.250000
-0.719175,-0.591938,-83.250000
-0.753952,-0.607542,-83.250000
-0.700791,-0.583688,43.250000
-0.719175,-0.591938,43.250000
-0.359699,-0.430634,43.250000
-0.700791,-0.583688,43.250000
-0.341315,-0.422385,-83.250000
-0.359699,-0.430634,-83.250000
-0.306538,-0.406780,-83.250000
-0.341315,-0.422385,-83.250000
-0.302348,-0.404900,-83.250000
-0.306538,-0.406780,-83.250000
-0.209790,-0.363367,-93.250000
-0.302348,-0.404900,-93.250000
-0.174429,-0.347500,-93.250000
-0.209790,-0.363367,-93.250000
-0.064378,-0.298118,-83.250000
-0.174429,-0.347500,-83.250000
-0.058538,-0.295498,-83.250000
-0.064378,-0.298118,-83.250000
-0.004140,-0.271088,-83.250000
-0.058538,-0.295498,-83.250000
0.034579,-0.253714,43.250000
-0.004140,-0.271088,43.250000
0.166543,-0.194500,43.250000
0.034579,-0.253714,43.250000
0.205262,-0.177126,-83.250000
0.166543,-0.194500,-83.250000
0.259660,-0.152717,-83.250000
0.205262,-0.177126,-83.250000
0.265499,-0.150096,-83.250000
0.259660,-0.152717,-83.250000
0.331768,-0.120360,-93.250000
0.265499,-0.150096,-93.250000
0.600000,0.000000,-93.250000
0.331768,-0.120360,-93.250000
0.873327,0.122647,-93.250000
0.600000,0.000000,-93.250000
0.939576,0.152374,-83.250000
0.873327,0.122647,-83.250000
0.945488,0.155027,-83.250000
0.939576,0.152374,-83.250000
1.000954,0.179915,-83.250000
0.945488,0.155027,-83.250000
1.041594,0.198151,43.250000
1.000954,0.179915,43.250000
1.163570,0.252884,43.250000
1.041594,0.198151,43.250000
1.204210,0.271120,-83.250000
1.163570,0.252884,-83.250000
1.259675,0.296008,-83.250000
1.204210,0.271120,-83.250000
1.265587,0.298661,-83.250000
1.259675,0.296008,-83.250000
1.374429,0.347500,-93.250000
1.265587,0.298661,-93.250000
1.414886,0.365654,-93.250000
1.374429,0.347500,-93.250000
1.506485,0.406756,-83.250000
1.414886,0.365654,-83.250000
1.510694,0.408645,-83.250000
1.506485,0.406756,-83.250000
1.545658,0.424334,-83.250000
1.510694,0.408645,-83.250000
1.564172,0.432642,43.250000
1.545658,0.424334,43.250000
1.902602,0.584501,43.250000
1.564172,0.432642,43.250000
1.921117,0.592809,-83.250000
1.902602,0.584501,-83.250000
1.956081,0.608498,-83.250000
1.921117,0.592809,-83.250000
1.960290,0.610387,-83.250000
1.956081,0.608498,-83.250000
2.035627,0.644191,-93.250000
1.960290,0.610387,-93.250000
2.103248,0.674534,-83.250000
2.035627,0.644191,-83.250000
2.106900,0.676173,-83.250000
2.103248,0.674534,-83.250000
2.136487,0.689449,-83.250000
2.106900,0.676173,-83.250000
2.151493,0.696183,43.250000
2.136487,0.689449,43.250000
2.576893,0.887067,43.250000
2.151493,0.696183,43.250000
2.591899,0.893801,-83.250000
2.576893,0.887067,-83.250000
2.621487,0.907077,-83.250000
2.591899,0.893801,-83.250000
2.625138,0.908716,-83.250000
2.621487,0.907077,-83.250000
2.673016,0.930200,-93.250000
2.625138,0.908716,-93.250000
-2.625138,-0.908716,-83.250000
-2.673016,-0.930200,-83.250000
-2.621487,-0.907077,-83.250000
-2.625138,-0.908716,-83.250000
-2.591899,-0.893801,-83.250000
-2.621487,-0.907077,-83.250000
-2.576893,-0.887067,43.250000
-2.591899,-0.893801,43.250000
-2.151493,-0.696183,43.250000
-2.576893,-0.887067,43.250000
-2.136487,-0.689449,-83.250000
-2.151493,-0.696183,-83.250000
-2.106900,-0.676173,-83.250000
-2.136487,-0.689449,-83.250000
-2.103248,-0.674534,-83.250000
-2.106900,-0.676173,-83.250000
-2.035627,-0.644191,-93.250000
-2.103248,-0.674534,-93.250000
-1.960290,-0.610387,-83.250000
-2.035627,-0.644191,-83.250000
-1.956081,-0.608498,-83.250000
-1.960290,-0.610387,-83.250000
-1.921117,-0.592809,-83.250000
-1.956081,-0.608498,-83.250000
-1.902602,-0.584501,43.250000
-1.921117,-0.592809,43.250000
-1.564172,-0.432642,43.250000
-1.902602,-0.584501,43.250000
-1.545658,-0.424334,-83.250000
-1.564172,-0.432642,-83.250000
-1.510694,-0.408645,-83.250000
-1.545658,-0.424334,-83.250000
-1.506485,-0.406756,-83.250000
-1.510694,-0.408645,-83.250000
-1.414886,-0.365654,-93.250000
-1.506485,-0.406756,-93.250000
-1.374429,-0.347500,-93.250000
-1.414886,-0.365654,-93.250000
-1.265587,-0.298661,-83.250000
-1.374429,-0.347500,-83.250000
-1.259675,-0.296008,-83.250000
-1.265587,-0.298661,-83.250000
-1.204210,-0.271120,-83.250000
-1.259675,-0.296008,-83.250000
-1.163570,-0.252884,43.250000
-1.204210,-0.271120,43.250000
-1.041594,-0.198151,43.250000
-1.163570,-0.252884,43.250000
-1.000954,-0.179915,-83.250000
-1.041594,-0.198151,-83.250000
-0.945488,-0.155027,-83.250000
-1.000954,-0.179915,-83.250000
-0.939576,-0.152374,-83.250000
-0.945488,-0.155027,-83.250000
-0.873327,-0.122647,-93.250000
-0.939576,-0.152374,-93.250000
-0.600000,0.000000,-93.250000
-0.873327,-0.122647,-93.250000
-0.331768,0.120360,-93.250000
-0.600000,0.000000,-93.250000
-0.265499,0.150096,-83.250000
-0.331768,0.120360,-83.250000
-0.259660,0.152717,-83.250000
-0.265499,0.150096,-83.250000
-0.205262,0.177126,-83.250000
-0.259660,0.152717,-83.250000
-0.166543,0.194500,43.250000
-0.205262,0.177126,43.250000
-0.034579,0.253714,43.250000
-0.166543,0.194500,43.250000
0.004140,0.271088,-83.250000
-0.034579,0.253714,-83.250000
0.058538,0.295498,-83.250000
0.004140,0.271088,-83.250000
0.064378,0.298118,-83.250000
0.058538,0.295498,-83.250000
0.174429,0.347500,-93.250000
0.064378,0.298118,-93.250000
0.209790,0.363367,-93.250000
0.174429,0.347500,-93.250000
0.302348,0.404900,-83.250000
0.209790,0.363367,-83.250000
0.306538,0.406780,-83.250000
0.302348,0.404900,-83.250000
0.341315,0.422385,-83.250000
0.306538,0.406780,-83.250000
0.359699,0.430634,43.250000
0.341315,0.422385,43.250000
0.700791,0.583688,43.250000
0.359699,0.430634,43.250000
0.719175,0.591938,-83.250000
0.700791,0.583688,-83.250000
0.753952,0.607542,-83.250000
0.719175,0.591938,-83.250000
0.758142,0.609423,-83.250000
0.753952,0.607542,-83.250000
0.832628,0.642846,-93.250000
0.758142,0.609423,-93.250000
0.899588,0.672892,-83.250000
0.832628,0.642846,-83.250000
0.903232,0.674527,-83.250000
0.899588,0.672892,-83.250000
0.932752,0.687773,-83.250000
0.903232,0.674527,-83.250000
0.947716,0.694488,43.250000
0.932752,0.687773,43.250000
1.374385,0.885942,43.250000
0.947716,0.694488,43.250000
1.389350,0.892657,-83.250000
1.374385,0.885942,-83.250000
1.418869,0.905903,-83.250000
1.389350,0.892657,-83.250000
1.422514,0.907538,-83.250000
1.418869,0.905903,-83.250000
1.470018,0.928854,-93.250000
1.422514,0.907538,-93.250000
1.515303,0.949174,-83.250000
1.470018,0.928854,-83.250000
1.518745,0.950719,-83.250000
1.515303,0.949174,-83.250000
1.546419,0.963137,-83.250000
1.518745,0.950719,-83.250000
1.560273,0.969353,43.250000
1.546419,0.963137,43.250000
2.023440,1.177185,43.250000
1.560273,0.969353,43.250000
2.037294,1.183401,-83.250000
2.023440,1.177185,-83.250000
2.064968,1.195819,-83.250000
2.037294,1.183401,-83.250000
2.068410,1.197364,-83.250000
2.064968,1.195819,-83.250000
2.107408,1.214863,-93.250000
2.068410,1.197364,-93.250000
2.146447,1.232380,-83.250000
2.107408,1.214863,-83.250000
2.149894,1.233927,-83.250000
2.146447,1.232380,-83.250000
2.177607,1.246362,-83.250000
2.149894,1.233927,-83.250000
2.191484,1.252589,43.250000
2.177607,1.246362,43.250000
2.653841,1.460057,43.250000
2.191484,1.252589,43.250000
2.667718,1.466284,-83.250000
2.653841,1.460057,-83.250000
2.695430,1.478719,-83.250000
2.667718,1.466284,-83.250000
2.698877,1.480265,-83.250000
2.695430,1.478719,-83.250000
2.744798,1.500871,-83.250000
2.698877,1.480265,-83.250000
-2.574429,-0.347500,-93.250000
-2.619981,-0.367940,-93.250000
-2.466760,-0.299187,-83.250000
-2.574429,-0.347500,-83.250000
-2.460774,-0.296501,-83.250000
-2.466760,-0.299187,-83.250000
-2.404163,-0.271099,-83.250000
